Κωδικός Λογαριασμού;Περιγραφή;Εγκεκριμένος;Αναμορφώσεις;Διαμορφωμένος (Δ.Π.);Παραστατικά Εσόδων;Υπόλοιπο Παρ. Εσόδων ως προς Δ.Π.;Βεβαιωθέντα;Διαγραφές Παραγραφές;Τελικά Βεβαιωθέντα;Υπόλοιπο Βεβαιωθέντων    ως προς Δ.Π.;Εισπραχθέντα;Υπόλοιπο Εισπραχθέντων    ως προς Δ.Π.;Υπόλοιπο (Βεβαιωθέντα - Εισπραχθέντα);Διαθέσεις;Υπόλοιπο Τιμολογηθέντων ως προς Διαθέσεις;Υπόλοιπο Διαθέσεων ως προς Δ.Π.
06.07.071.9453.α.3;Συγκοινωνίες - ΣΑΝΑ 3;0,00;0,00;0,00;-26.212,84;26.212,84;-26.212,84;0,00;-26.212,84;26.212,84;-26.212,84;26.212,84;0,00;0,00;26.212,84;0,00
06.07.071.9453.α.3.1;ΣΑΝΑ3 Έργο επαρχιακή οδός Πολυγύρου Σημάντρων - Ν. Τρίγλιας (Λογ.48300010-12);0,00;0,00;0,00;-26.212,53;26.212,53;-26.212,53;0,00;-26.212,53;26.212,53;-26.212,53;26.212,53;0,00;0,00;26.212,53;0,00
06.07.071.9453.α.3.4;ΣΑΝΑ3 Βελτίωση γεωμετρικών χαρ/κων Παλαιόκαστρο-Ταξιάρχης ΚΕ2004ΝΑΟ04830002 (Λογ,4830002014);0,00;0,00;0,00;-0,31;0,31;-0,31;0,00;-0,31;0,31;-0,31;0,31;0,00;0,00;0,31;0,00
06.07.071.9453.α.4;Επιχορηγήσεις για Συγκοινωνίες - Ε.Α.Π.;0,00;985.161,85;985.161,85;0,00;985.161,85;0,00;0,00;0,00;985.161,85;0,00;985.161,85;0,00;0,00;0,00;985.161,85
06.07.071.9453.α.4.1;Κατασκευή Ε.Ο. Πολυγύρου - Ιερισσού (Λογ. Νέος);0,00;985.161,85;985.161,85;0,00;985.161,85;0,00;0,00;0,00;985.161,85;0,00;985.161,85;0,00;0,00;0,00;985.161,85
06.07.071.9453.α.5;Συγκοινωνίες ΣΑΕΠ;0,00;850.000,00;850.000,00;66.727,50;783.272,50;66.727,50;0,00;66.727,50;783.272,50;66.727,50;783.272,50;0,00;0,00;-66.727,50;850.000,00
06.07.071.9453.α.5.2;ΣΑΕΠ:Συντήρηση Εθνικού οδικού δικτύου ΠΕ Χαλ/κής έτους 2012 (λογ. 1812600800035010);0,00;850.000,00;850.000,00;66.727,50;783.272,50;66.727,50;0,00;66.727,50;783.272,50;66.727,50;783.272,50;0,00;0,00;-66.727,50;850.000,00
06.07.071.9454;Επιχορηγήσεις για Τουρισμό - Μουσεία - Μνημεία - Εκπαίδευση;0,00;2.937.298,63;2.937.298,63;2.268.708,15;668.590,48;2.268.708,15;0,00;2.268.708,15;668.590,48;2.268.708,15;668.590,48;0,00;0,00;-2.268.708,15;2.937.298,63
06.07.071.9454.α;Επιχορηγήσεις για Τουρισμό;0,00;57.178,00;57.178,00;61.777,51;-4.599,51;61.777,51;0,00;61.777,51;-4.599,51;61.777,51;-4.599,51;0,00;0,00;-61.777,51;57.178,00
06.07.071.9454.α.3;Επιχορηγήσεις  για Τουρισμό - ΣΑΝΑ 3;0,00;0,00;0,00;-2.222,49;2.222,49;-2.222,49;0,00;-2.222,49;2.222,49;-2.222,49;2.222,49;0,00;0,00;2.222,49;0,00
06.07.071.9454.α.3.3;ΣΑΝΑ3 Τουριστικό καταφύγιο Όρμου Παναγίας (Λογ.4830006016);0,00;0,00;0,00;-2.222,49;2.222,49;-2.222,49;0,00;-2.222,49;2.222,49;-2.222,49;2.222,49;0,00;0,00;2.222,49;0,00
06.07.071.9454.α.4;Τουρισμός - ΣΑΕΠ;0,00;57.178,00;57.178,00;64.000,00;-6.822,00;64.000,00;0,00;64.000,00;-6.822,00;64.000,00;-6.822,00;0,00;0,00;-64.000,00;57.178,00
06.07.071.9454.α.4.1;Καταφύγιο τουριστικών σκαφών στο Λιμένα Ουρανούπολης;0,00;57.178,00;57.178,00;64.000,00;-6.822,00;64.000,00;0,00;64.000,00;-6.822,00;64.000,00;-6.822,00;0,00;0,00;-64.000,00;57.178,00
06.07.071.9454.β;Επιχορηγήσεις για Εκπαίδευση;0,00;2.880.120,63;2.880.120,63;2.206.930,64;673.189,99;2.206.930,64;0,00;2.206.930,64;673.189,99;2.206.930,64;673.189,99;0,00;0,00;-2.206.930,64;2.880.120,63
06.07.071.9454.β.3;Επιχορηγήσεις για Εκπαίδευση - ΣΑΝΑ 3;0,00;1.145.120,63;1.145.120,63;1.071.930,64;73.189,99;1.071.930,64;0,00;1.071.930,64;73.189,99;1.071.930,64;73.189,99;0,00;0,00;-1.071.930,64;1.145.120,63
06.07.071.9454.β.3.10;ΣΑΝΑ3 Προσθήκη κατ' έπέκταση διώροφου κτιρίου με ημιυπόγειο στο 1ο Δημ.σχολείο Ν.Τρίγλιας και βελτιώσεις στο υφιστάμενο κτίριο (Λογ. 1810404880001010);0,00;126.356,63;126.356,63;53.596,81;72.759,82;53.596,81;0,00;53.596,81;72.759,82;53.596,81;72.759,82;0,00;0,00;-53.596,81;126.356,63
06.07.071.9454.β.3.11;ΣΑΝΑ8 Κατασκευή νέου σχολικού κτιρίου και αναβάθμιση του υφιστάμενου Δημ.σχολείου του Τ.Δ Πορταριάς του Δ.Μουδανιών;0,00;47.164,00;47.164,00;0,00;47.164,00;0,00;0,00;0,00;47.164,00;0,00;47.164,00;0,00;0,00;0,00;47.164,00
06.07.071.9454.β.3.3;ΣΑΝΑ3: Επέκταση Δημ. & Νηπιαγ. Συκιάς (Λογ.48300030-18);0,00;0,00;0,00;-1,07;1,07;-1,07;0,00;-1,07;1,07;-1,07;1,07;0,00;0,00;1,07;0,00
06.07.071.9454.β.3.4;ΣΑΝΑ3: 3o Νηπιαγωγείο Πολυγύρου (Λογ.4830000011);0,00;0,00;0,00;-2.614,74;2.614,74;-2.614,74;0,00;-2.614,74;2.614,74;-2.614,74;2.614,74;0,00;0,00;2.614,74;0,00
06.07.071.9454.β.3.6;ΣΑΝΑ3 Προσθήκη 2 αιθ. σε 2ο & 3ο Δημοτικό Σχολείο Καλλικράτειας Λογ.4830008018);0,00;0,00;0,00;-50,36;50,36;-50,36;0,00;-50,36;50,36;-50,36;50,36;0,00;0,00;50,36;0,00
06.07.071.9454.β.3.9;ΣΑΝΑ8 12θέσιο Δημοτικό σχολείο στο Τ.Δ.Ν. Καλλικράτειας του Δ.Καλλικράτειας (Λογ.1810404880000013);0,00;971.600,00;971.600,00;1.021.000,00;-49.400,00;1.021.000,00;0,00;1.021.000,00;-49.400,00;1.021.000,00;-49.400,00;0,00;0,00;-1.021.000,00;971.600,00
06.07.071.9454.β.4;Επενδύσεις για Εκπαίδευση ΣΑΝΑ 8 (Πρόγραμμα Μακεδονίας-Θράκης);0,00;635.000,00;635.000,00;535.000,00;100.000,00;535.000,00;0,00;535.000,00;100.000,00;535.000,00;100.000,00;0,00;0,00;-535.000,00;635.000,00
06.07.071.9454.β.4.1;Προσθήκη κατ' επέκταση διώροφου κτιρίου στο Γυμνάσιο-Λύκειο Συκιάς και βελτιώσεις στο υφιστάμενο κτίριο (Λογ. 1810404880007018);0,00;635.000,00;635.000,00;535.000,00;100.000,00;535.000,00;0,00;535.000,00;100.000,00;535.000,00;100.000,00;0,00;0,00;-535.000,00;635.000,00
06.07.071.9454.β.5;Επενδύσεις για Εκπαίδευση ΣΑΝΑ8 (Πρόγραμμα Μακεδονίας-Θράκης);0,00;1.100.000,00;1.100.000,00;600.000,00;500.000,00;600.000,00;0,00;600.000,00;500.000,00;600.000,00;500.000,00;0,00;0,00;-600.000,00;1.100.000,00
06.07.071.9454.β.5.1;12θέσιο Λύκειο Ν. Μουδανιών (Λογ/σμός 1811600880022019);0,00;1.100.000,00;1.100.000,00;600.000,00;500.000,00;600.000,00;0,00;600.000,00;500.000,00;600.000,00;500.000,00;0,00;0,00;-600.000,00;1.100.000,00
06.07.071.9455;Επιχορηγήσεις για Οικισμό - Υγεία - Πρόνοια;0,00;300.000,00;300.000,00;5.769,18;294.230,82;5.769,18;0,00;5.769,18;294.230,82;5.769,18;294.230,82;0,00;0,00;-5.769,18;300.000,00
06.07.071.9455.α;Επιχορηγήσεις για Πρόνοια;0,00;300.000,00;300.000,00;5.769,18;294.230,82;5.769,18;0,00;5.769,18;294.230,82;5.769,18;294.230,82;0,00;0,00;-5.769,18;300.000,00
06.07.071.9455.α.1;Επιχορηγήσεις για Πρόνοια-ΣΑΝΑ 3;0,00;300.000,00;300.000,00;5.769,18;294.230,82;5.769,18;0,00;5.769,18;294.230,82;5.769,18;294.230,82;0,00;0,00;-5.769,18;300.000,00
06.07.071.9455.α.1.1;Κατασκήνωση για παιδιά και νέους με ειδικές ανάγκες;0,00;300.000,00;300.000,00;5.769,18;294.230,82;5.769,18;0,00;5.769,18;294.230,82;5.769,18;294.230,82;0,00;0,00;-5.769,18;300.000,00
06.07.071.9459;Επιχορηγήσεις για διάφορα έργα;0,00;1.194.862,57;1.194.862,57;997.936,13;196.926,44;997.936,13;0,00;997.936,13;196.926,44;997.936,13;196.926,44;0,00;0,00;-997.936,13;1.194.862,57
06.07.071.9459.α;Επιχορηγήσεις για διάφορα έργα;0,00;1.194.862,57;1.194.862,57;997.936,13;196.926,44;997.936,13;0,00;997.936,13;196.926,44;997.936,13;196.926,44;0,00;0,00;-997.936,13;1.194.862,57
06.07.071.9459.α.1;Επιχορηγήσεις για διάφορα έργα - Τόκοι;0,00;192.648,07;192.648,07;0,00;192.648,07;0,00;0,00;0,00;192.648,07;0,00;192.648,07;0,00;0,00;0,00;192.648,07
06.07.071.9459.α.3;Επιχορηγήσεις για διάφορα έργα ΣΑΝΑ 3;0,00;0,00;0,00;-64.853,74;64.853,74;-64.853,74;0,00;-64.853,74;64.853,74;-64.853,74;64.853,74;0,00;0,00;64.853,74;0,00
06.07.071.9459.α.3.2;ΣΑΝΑ3 Αποκατ. χώρων εξέλ. εναπόθεσης αποβλήτων α΄φάσης (Λογ. 3106404830002010);0,00;0,00;0,00;-13.180,93;13.180,93;-13.180,93;0,00;-13.180,93;13.180,93;-13.180,93;13.180,93;0,00;0,00;13.180,93;0,00
06.07.071.9459.α.3.3;ΣΑΝΑ3 (Αποκ. χώρων ανεξελ. απόθεσης αποβλήτων β΄φάση (Λογ.4830003017);0,00;0,00;0,00;-3,82;3,82;-3,82;0,00;-3,82;3,82;-3,82;3,82;0,00;0,00;3,82;0,00
06.07.071.9459.α.3.4;ΣΑΝΑ3 Μελέτη απορρύπανσης ποταμών Ολυνθίου και Χαβρία (Λογ. 4830000010);0,00;0,00;0,00;-51.668,99;51.668,99;-51.668,99;0,00;-51.668,99;51.668,99;-51.668,99;51.668,99;0,00;0,00;51.668,99;0,00
06.07.071.9459.α.5;Έργα ΣΑΕΠ;0,00;1.002.214,50;1.002.214,50;1.062.789,87;-60.575,37;1.062.789,87;0,00;1.062.789,87;-60.575,37;1.062.789,87;-60.575,37;0,00;0,00;-1.062.789,87;1.002.214,50
06.07.071.9459.α.5.1;ΣΑΕΠ - Αντιπλημμυρική θωράκιση ΔΔ Ιερισσού και ΔΔ Αγίου Μάμαντος;0,00;0,00;0,00;36.600,00;-36.600,00;36.600,00;0,00;36.600,00;-36.600,00;36.600,00;-36.600,00;0,00;0,00;-36.600,00;0,00
06.07.071.9459.α.5.10;ΣΑΕΠ : Διάδοση οικολογικού σήματος στα τουριστικά καταλύματα (Λογ. Νέος);0,00;2.834,50;2.834,50;0,00;2.834,50;0,00;0,00;0,00;2.834,50;0,00;2.834,50;0,00;0,00;0,00;2.834,50
06.07.071.9459.α.5.11;Κάλυψη εκτάκτων αναγκών για την πυρκαγιά Αυγούσου (1812600800051011);0,00;0,00;0,00;297.141,80;-297.141,80;297.141,80;0,00;297.141,80;-297.141,80;297.141,80;-297.141,80;0,00;0,00;-297.141,80;0,00
06.07.071.9459.α.5.2;ΣΑΕΠ - Τεχνικές Παρεμβάσεις στα οδικά δίκτυα στα σημεία συνάντησής τους με ρέματα (Λογ.1808600800001010);0,00;0,00;0,00;42.552,11;-42.552,11;42.552,11;0,00;42.552,11;-42.552,11;42.552,11;-42.552,11;0,00;0,00;-42.552,11;0,00
06.07.071.9459.α.5.4;ΣΑΕΠ - Επείγουσες εργασίες Αντιπλημμυρικής προστασίας Παλαιοχωρίου και Νεοχωρίου (Λογ.1808600800001010);0,00;0,00;0,00;62.615,31;-62.615,31;62.615,31;0,00;62.615,31;-62.615,31;62.615,31;-62.615,31;0,00;0,00;-62.615,31;0,00
06.07.071.9459.α.5.5;ΣΑΕΠ - Πλακοσκεπείς οχετοί για διευθέτηση Υδατορεμάτων (Λογ.1808600800001010);0,00;150.000,00;150.000,00;321.995,00;-171.995,00;321.995,00;0,00;321.995,00;-171.995,00;321.995,00;-171.995,00;0,00;0,00;-321.995,00;150.000,00
06.07.071.9459.α.5.6;ΣΑΕΠ - Καθαριότητα ρεμάτων (Λογ.1808600800001010);0,00;0,00;0,00;30.000,00;-30.000,00;30.000,00;0,00;30.000,00;-30.000,00;30.000,00;-30.000,00;0,00;0,00;-30.000,00;0,00
06.07.071.9459.α.5.7;ΣΑΕΠ - Αμεσα Αντιπλημμυρικά έργα προστασίας  στην περιοχή των εκβολών χειμάρρου Κασσανδρινού-Φούρκας (Λογ.1808600800001010);0,00;0,00;0,00;271.885,65;-271.885,65;271.885,65;0,00;271.885,65;-271.885,65;271.885,65;-271.885,65;0,00;0,00;-271.885,65;0,00
06.07.071.9459.α.5.9;Μελέτη περιβαλλοντικής αποκατάστασης-ανάπλασης 7 ΧΑΔΑ Ν.Χαλκιδικής;0,00;849.380,00;849.380,00;0,00;849.380,00;0,00;0,00;0,00;849.380,00;0,00;849.380,00;0,00;0,00;0,00;849.380,00
06.07.071.9470;Επιχορηγήσεις Υπουργείου Εσωτερικών Δημ. Διοίκηησης  και Αποκέντρωσης;0,00;76.471,89;76.471,89;43.864,23;32.607,66;43.864,23;0,00;43.864,23;32.607,66;43.864,23;32.607,66;0,00;0,00;-43.864,23;76.471,89
06.07.071.9474;Επιχορηγήσεις για έργα Υπουργείου Πολιτισμού;0,00;76.471,89;76.471,89;43.864,23;32.607,66;43.864,23;0,00;43.864,23;32.607,66;43.864,23;32.607,66;0,00;0,00;-43.864,23;76.471,89
06.07.071.9474.0;Επιχορηγήσεις για έργα Υπουργείου Πολιτισμού  - ΓΓΑ ( 231/12 8516137 12 );0,00;76.471,89;76.471,89;43.864,23;32.607,66;43.864,23;0,00;43.864,23;32.607,66;43.864,23;32.607,66;0,00;0,00;-43.864,23;76.471,89
06.07.071.9474.0.10;Ναυταθλητικές εγκαταστάσεις Ν.Ο.Ν.Μουδανιών Χαλκιδικής;0,00;56.471,89;56.471,89;56.471,89;0,00;56.471,89;0,00;56.471,89;0,00;56.471,89;0,00;0,00;0,00;-56.471,89;56.471,89
06.07.071.9474.0.11;Κατασκευή-ανακατασκευή ελαστικών ταπήτων (1294101600002011);0,00;0,00;0,00;-12.607,66;12.607,66;-12.607,66;0,00;-12.607,66;12.607,66;-12.607,66;12.607,66;0,00;0,00;12.607,66;0,00
06.07.071.9474.0.4;ΓΓΑ Κατασκευή κλ. γυμναστηρίου Τ11β Δ. Παλλήνης (Λογ.21600022017);0,00;20.000,00;20.000,00;0,00;20.000,00;0,00;0,00;0,00;20.000,00;0,00;20.000,00;0,00;0,00;0,00;20.000,00
06.07.071.9480;Επιχορηγήσεις για έργα Σχολικής Στέγης;0,00;436.310,33;436.310,33;504.125,33;-67.815,00;504.125,33;0,00;504.125,33;-67.815,00;504.125,33;-67.815,00;0,00;0,00;-504.125,33;436.310,33
06.07.071.9483;Ανέγερση προσθήκη και αποπεράτωση σχολικών κτιρίων (Λογ.2223 05);0,00;436.310,33;436.310,33;504.125,33;-67.815,00;504.125,33;0,00;504.125,33;-67.815,00;504.125,33;-67.815,00;0,00;0,00;-504.125,33;436.310,33
06.07.071.9900;Επιχορηγήσεις ΕΕ για λοιπούς σκοπούς;0,00;13.180,79;13.180,79;13.143,13;37,66;13.143,13;0,00;13.143,13;37,66;13.143,13;37,66;0,00;0,00;-13.143,13;13.180,79
06.07.071.9910;Επενδύσεις από έσοδα  Ευρωπαϊκής Ενωσης;0,00;13.180,79;13.180,79;13.143,13;37,66;13.143,13;0,00;13.143,13;37,66;13.143,13;37,66;0,00;0,00;-13.143,13;13.180,79
06.07.071.9919;Επιχορηγήσεις για λοιπούς σκοπούς;0,00;13.180,79;13.180,79;13.143,13;37,66;13.143,13;0,00;13.143,13;37,66;13.143,13;37,66;0,00;0,00;-13.143,13;13.180,79
06.07.071.9919.1;Διάδοση οικολογικού σήματος στα τουριστικά καταλύματα (Λογ. 2169 02);0,00;13.180,79;13.180,79;13.143,13;37,66;13.143,13;0,00;13.143,13;37,66;13.143,13;37,66;0,00;0,00;-13.143,13;13.180,79
06.07.071.Τ000;Ταμειακό υπόλοιπο;0,00;2.057.726,38;2.057.726,38;0,00;2.057.726,38;0,00;0,00;0,00;2.057.726,38;0,00;2.057.726,38;0,00;0,00;0,00;2.057.726,38
06.07.071.ΤΑ00;Ταμειακό υπόλοιπο;0,00;2.057.726,38;2.057.726,38;0,00;2.057.726,38;0,00;0,00;0,00;2.057.726,38;0,00;2.057.726,38;0,00;0,00;0,00;2.057.726,38
06.07.071.ΤΑΜ0;Ταμειακό υπόλοιπο;0,00;2.057.726,38;2.057.726,38;0,00;2.057.726,38;0,00;0,00;0,00;2.057.726,38;0,00;2.057.726,38;0,00;0,00;0,00;2.057.726,38
06.07.071.ΤΑΜΥ;Ταμειακό υπόλοιπο;0,00;2.057.726,38;2.057.726,38;0,00;2.057.726,38;0,00;0,00;0,00;2.057.726,38;0,00;2.057.726,38;0,00;0,00;0,00;2.057.726,38
06.07.071.ΤΑΜΥ.01;ΣΑΝΑ3 Τουριστικό καταφύγιο Όρμου Παναγίας (Λογ.4830006016);0,00;1.272.300,72;1.272.300,72;0,00;1.272.300,72;0,00;0,00;0,00;1.272.300,72;0,00;1.272.300,72;0,00;0,00;0,00;1.272.300,72
06.07.071.ΤΑΜΥ.10;Ταμειακό Υπόλοιπο λογ/σμού (2223 05);0,00;488.938,25;488.938,25;0,00;488.938,25;0,00;0,00;0,00;488.938,25;0,00;488.938,25;0,00;0,00;0,00;488.938,25
06.07.071.ΤΑΜΥ.11;Ταμειακό Υπόλοιπο (2077 17);0,00;10.546,12;10.546,12;0,00;10.546,12;0,00;0,00;0,00;10.546,12;0,00;10.546,12;0,00;0,00;0,00;10.546,12
06.07.071.ΤΑΜΥ.12;Ταμειακό υπόλοιπο (2079 06);0,00;890,83;890,83;0,00;890,83;0,00;0,00;0,00;890,83;0,00;890,83;0,00;0,00;0,00;890,83
06.07.071.ΤΑΜΥ.13;Ταμειακό υπόλοιπο (2080 48);0,00;2.311,88;2.311,88;0,00;2.311,88;0,00;0,00;0,00;2.311,88;0,00;2.311,88;0,00;0,00;0,00;2.311,88
06.07.071.ΤΑΜΥ.14;Ταμειακό υπόλοιπο (2082 37);0,00;263.122,21;263.122,21;0,00;263.122,21;0,00;0,00;0,00;263.122,21;0,00;263.122,21;0,00;0,00;0,00;263.122,21
06.07.071.ΤΑΜΥ.15;Ταμειακό Υπόλοιπο (2084 26);0,00;7.080,57;7.080,57;0,00;7.080,57;0,00;0,00;0,00;7.080,57;0,00;7.080,57;0,00;0,00;0,00;7.080,57
06.07.071.ΤΑΜΥ.16;Ταμειακό Υπόλοιπο  (2194 07);0,00;12.535,80;12.535,80;0,00;12.535,80;0,00;0,00;0,00;12.535,80;0,00;12.535,80;0,00;0,00;0,00;12.535,80
06.07.151;ΥΓΕΙΑΣ & ΚΟΙΝΩΝΙΚΗΣ ΑΛΛΗΛΕΓΓΥΗΣ;885.000,00;177.353,19;1.062.353,19;794.385,93;267.967,26;794.385,93;0,00;794.385,93;267.967,26;794.385,93;267.967,26;0,00;0,00;-794.385,93;1.062.353,19
06.07.151.1000;Φόροι-Τέλη και Δικαιώματα υπέρ Ν.Π.Δ.Δ.;885.000,00;0,00;885.000,00;760.137,27;124.862,73;760.137,27;0,00;760.137,27;124.862,73;760.137,27;124.862,73;0,00;0,00;-760.137,27;885.000,00
06.07.151.1200;Έσοδα από τέλη και δικαιώματα;885.000,00;0,00;885.000,00;760.137,27;124.862,73;760.137,27;0,00;760.137,27;124.862,73;760.137,27;124.862,73;0,00;0,00;-760.137,27;885.000,00
06.07.151.1252;Έσοδα από Κ.Α.Π. για λειτουργικές και λοιπές γενικές δαπάνες;885.000,00;0,00;885.000,00;760.137,27;124.862,73;760.137,27;0,00;760.137,27;124.862,73;760.137,27;124.862,73;0,00;0,00;-760.137,27;885.000,00
06.07.151.3000;Έσοδα από την επιχειρηματική δραστηριότητα του Ν.Π.Δ.Δ;0,00;1.040,00;1.040,00;3.396,18;-2.356,18;3.396,18;0,00;3.396,18;-2.356,18;3.396,18;-2.356,18;0,00;0,00;-3.396,18;1.040,00
06.07.151.3500;Πρόσοδοι του Ν.Π.Δ.Δ από κεφάλαια, κινητές αξίες και λοιπές περιπτώσεις;0,00;1.040,00;1.040,00;3.396,18;-2.356,18;3.396,18;0,00;3.396,18;-2.356,18;3.396,18;-2.356,18;0,00;0,00;-3.396,18;1.040,00
06.07.151.3510;Τόκοι από καταθέσεις σε Τράπεζες.;0,00;1.040,00;1.040,00;3.396,18;-2.356,18;3.396,18;0,00;3.396,18;-2.356,18;3.396,18;-2.356,18;0,00;0,00;-3.396,18;1.040,00
06.07.151.3511;Τόκοι από καταθέσεις σε Τράπεζες.;0,00;1.040,00;1.040,00;3.396,18;-2.356,18;3.396,18;0,00;3.396,18;-2.356,18;3.396,18;-2.356,18;0,00;0,00;-3.396,18;1.040,00
06.07.151.3511.α;Τόκοι από καταθέσεις σε Τράπεζες (2060 63).;0,00;1,01;1,01;2,67;-1,66;2,67;0,00;2,67;-1,66;2,67;-1,66;0,00;0,00;-2,67;1,01
06.07.151.3511.β;Τόκοι από καταθέσεις σε Τράπεζες (2063-95);0,00;316,59;316,59;891,13;-574,54;891,13;0,00;891,13;-574,54;891,13;-574,54;0,00;0,00;-891,13;316,59
06.07.151.3511.γ;Τόκοι από καταθέσεις σε Τράπεζες (2065-84).;0,00;3,01;3,01;7,98;-4,97;7,98;0,00;7,98;-4,97;7,98;-4,97;0,00;0,00;-7,98;3,01
06.07.151.3511.δ;Τόκοι από καταθέσεις σε Τράπεζες (2067-73).;0,00;157,72;157,72;417,97;-260,25;417,97;0,00;417,97;-260,25;417,97;-260,25;0,00;0,00;-417,97;157,72
06.07.151.3511.ε;Τόκοι από καταθέσεις σε Τράπεζες (2227-80).;0,00;246,83;246,83;1.242,09;-995,26;1.242,09;0,00;1.242,09;-995,26;1.242,09;-995,26;0,00;0,00;-1.242,09;246,83
06.07.151.3511.στ;Τόκοι από καταθέσεις σε Τράπεζες (2191 72).;0,00;314,84;314,84;834,34;-519,50;834,34;0,00;834,34;-519,50;834,34;-519,50;0,00;0,00;-834,34;314,84
06.07.151.5000;Λοιπά Εσοδα;0,00;23.440,12;23.440,12;30.852,48;-7.412,36;30.852,48;0,00;30.852,48;-7.412,36;30.852,48;-7.412,36;0,00;0,00;-30.852,48;23.440,12
06.07.151.5500;Επιστροφές Χρημάτων;0,00;23.440,12;23.440,12;30.852,48;-7.412,36;30.852,48;0,00;30.852,48;-7.412,36;30.852,48;-7.412,36;0,00;0,00;-30.852,48;23.440,12
06.07.151.5510;Επιστροφή χρημάτων για τακτοποίηση ΧΕΠ;0,00;4.706,00;4.706,00;4.706,00;0,00;4.706,00;0,00;4.706,00;0,00;4.706,00;0,00;0,00;0,00;-4.706,00;4.706,00
06.07.151.5511;Επιστροφή χρημάτων για τακτοποίηση ΧΕΠ;0,00;4.706,00;4.706,00;4.706,00;0,00;4.706,00;0,00;4.706,00;0,00;4.706,00;0,00;0,00;0,00;-4.706,00;4.706,00
06.07.151.5511.α;Επιστροφή χρημάτων για τακτοποίηση ΧΕΠ (2227 80);0,00;4.706,00;4.706,00;4.706,00;0,00;4.706,00;0,00;4.706,00;0,00;4.706,00;0,00;0,00;0,00;-4.706,00;4.706,00
06.07.151.5520;Λοιπές επιστροφές ποσών που καταβλήθηκαν χωρίς να οφείλονται;0,00;18.734,12;18.734,12;26.146,48;-7.412,36;26.146,48;0,00;26.146,48;-7.412,36;26.146,48;-7.412,36;0,00;0,00;-26.146,48;18.734,12
06.07.151.5529;Λοιπές επιστροφές ποσών που καταβλήθηκαν χωρίς να οφείλονται (2227 80);0,00;18.734,12;18.734,12;26.146,48;-7.412,36;26.146,48;0,00;26.146,48;-7.412,36;26.146,48;-7.412,36;0,00;0,00;-26.146,48;18.734,12
06.07.151.Τ000;Ταμειακό Υπόλοιπο;0,00;152.873,07;152.873,07;0,00;152.873,07;0,00;0,00;0,00;152.873,07;0,00;152.873,07;0,00;0,00;0,00;152.873,07
06.07.151.ΤΑ00;Ταμειακό Υπόλοιπο;0,00;152.873,07;152.873,07;0,00;152.873,07;0,00;0,00;0,00;152.873,07;0,00;152.873,07;0,00;0,00;0,00;152.873,07
06.07.151.ΤΑΜ0;Ταμειακό Υπόλοιπο;0,00;152.873,07;152.873,07;0,00;152.873,07;0,00;0,00;0,00;152.873,07;0,00;152.873,07;0,00;0,00;0,00;152.873,07
06.07.151.ΤΑΜΥ;Ταμειακό Υπόλοιπο;0,00;152.873,07;152.873,07;0,00;152.873,07;0,00;0,00;0,00;152.873,07;0,00;152.873,07;0,00;0,00;0,00;152.873,07
06.07.151.ΤΑΜΥ.01;Ταμειακό Υπόλοιπο (2060  63);0,00;184,86;184,86;0,00;184,86;0,00;0,00;0,00;184,86;0,00;184,86;0,00;0,00;0,00;184,86
06.07.151.ΤΑΜΥ.02;Ταμειακό Υπόλοιπο (2063 95);0,00;57.751,57;57.751,57;0,00;57.751,57;0,00;0,00;0,00;57.751,57;0,00;57.751,57;0,00;0,00;0,00;57.751,57
06.07.151.ΤΑΜΥ.03;Ταμειαό Υπόλοιπο (2065 84);0,00;553,91;553,91;0,00;553,91;0,00;0,00;0,00;553,91;0,00;553,91;0,00;0,00;0,00;553,91
06.07.151.ΤΑΜΥ.04;Ταμειαό Υπόλοιπο  (2067 73);0,00;29.026,70;29.026,70;0,00;29.026,70;0,00;0,00;0,00;29.026,70;0,00;29.026,70;0,00;0,00;0,00;29.026,70
06.07.151.ΤΑΜΥ.05;Ταμειαό Υπόλοιπο  (2191 72);0,00;57.941,29;57.941,29;0,00;57.941,29;0,00;0,00;0,00;57.941,29;0,00;57.941,29;0,00;0,00;0,00;57.941,29
06.07.151.ΤΑΜΥ.06;Ταμειακό Υπόλοιπο (2227 80);0,00;7.414,74;7.414,74;0,00;7.414,74;0,00;0,00;0,00;7.414,74;0,00;7.414,74;0,00;0,00;0,00;7.414,74
06.07.153;ΥΠΗΡΕΣΙΕΣ ΠΑΙΔΙΚΩΝ ΕΞΟΧΩΝ - ΚΑΤΑΣΚΗΝΩΣΕΩΝ;0,00;257,69;257,69;3,68;254,01;3,68;0,00;3,68;254,01;3,68;254,01;0,00;0,00;-3,68;257,69
06.07.153.3000;Έσοδα από την επιχειρηματική δραστηριότητα του Ν.Π.Δ.Δ;0,00;1,39;1,39;3,68;-2,29;3,68;0,00;3,68;-2,29;3,68;-2,29;0,00;0,00;-3,68;1,39
06.07.153.3500;Πρόσοδοι του Ν.Π.Δ.Δ από κεφάλαια, κινητές αξίες και λοιπές περιπτώσεις;0,00;1,39;1,39;3,68;-2,29;3,68;0,00;3,68;-2,29;3,68;-2,29;0,00;0,00;-3,68;1,39
