Κωδικός Λογαριασμού;Περιγραφή;Εγκεκριμένος;Αναμορφώσεις;Διαμορφωμένος (Δ.Π.);Παραστατικά Εσόδων;Υπόλοιπο Παρ. Εσόδων ως προς Δ.Π.;Βεβαιωθέντα;Διαγραφές Παραγραφές;Τελικά Βεβαιωθέντα;Υπόλοιπο Βεβαιωθέντων    ως προς Δ.Π.;Εισπραχθέντα;Υπόλοιπο Εισπραχθέντων    ως προς Δ.Π.;Υπόλοιπο (Βεβαιωθέντα - Εισπραχθέντα);Διαθέσεις;Υπόλοιπο Τιμολογηθέντων ως προς Διαθέσεις;Υπόλοιπο Διαθέσεων ως προς Δ.Π.
06.06.072β.3510;Τόκοι από καταθέσεις σε Τράπεζες (002149-21).;0,00;0,00;0,00;13.438,22;-13.438,22;13.438,22;0,00;13.438,22;-13.438,22;13.438,22;-13.438,22;0,00;0,00;-13.438,22;0,00
06.06.072β.3511;Τόκοι από καταθέσεις σε Τράπεζες (87825418).;0,00;0,00;0,00;13.438,22;-13.438,22;13.438,22;0,00;13.438,22;-13.438,22;13.438,22;-13.438,22;0,00;0,00;-13.438,22;0,00
06.06.072β.Τ000;Ταμειακό Υπόλοιπο;478.579,68;0,00;478.579,68;0,00;478.579,68;0,00;0,00;0,00;478.579,68;0,00;478.579,68;0,00;0,00;0,00;478.579,68
06.06.072β.ΤΑ00;Ταμειακό Υπόλοιπο;478.579,68;0,00;478.579,68;0,00;478.579,68;0,00;0,00;0,00;478.579,68;0,00;478.579,68;0,00;0,00;0,00;478.579,68
06.06.072β.ΤΑΜ0;Ταμειακό Υπόλοιπο;478.579,68;0,00;478.579,68;0,00;478.579,68;0,00;0,00;0,00;478.579,68;0,00;478.579,68;0,00;0,00;0,00;478.579,68
06.06.072β.ΤΑΜΥ;Ταμειακό Υπόλοιπο;478.579,68;0,00;478.579,68;0,00;478.579,68;0,00;0,00;0,00;478.579,68;0,00;478.579,68;0,00;0,00;0,00;478.579,68
06.06.072β.ΤΑΜΥ.01;Ταμειακό Υπόλοιπο;478.579,68;0,00;478.579,68;0,00;478.579,68;0,00;0,00;0,00;478.579,68;0,00;478.579,68;0,00;0,00;0,00;478.579,68
06.06.072δ;ΥΠΗΡΕΣΙΕΣ ΔΙΟΙΚΗΣΗΣ - ΟΙΚΟΝΟΜΙΚΟΥ / ΝΟΜΑΡΧΙΑΚΟ ΠΡΟΓΡΑΜΜΑ ΕΡΓΩΝ  ΧΡΗΜΑΤΟΔΟΤΟΥΜΕΝΟ ΑΠΟ Κ.Α.Π.;900.000,00;1.714.302,60;2.614.302,60;34.754,72;2.579.547,88;34.754,72;0,00;34.754,72;2.579.547,88;34.754,72;2.579.547,88;0,00;0,00;-34.754,72;2.614.302,60
06.06.072δ.1000;Νομαρχειακό Πρόγραμμα Επενδύσεων χρηματοδοτούμενο από Κ.Α.Π.;900.000,00;1.714.302,60;2.614.302,60;0,00;2.614.302,60;0,00;0,00;0,00;2.614.302,60;0,00;2.614.302,60;0,00;0,00;0,00;2.614.302,60
06.06.072δ.1200;Έσοδα από τέλη και δικαιώματα;900.000,00;1.714.302,60;2.614.302,60;0,00;2.614.302,60;0,00;0,00;0,00;2.614.302,60;0,00;2.614.302,60;0,00;0,00;0,00;2.614.302,60
06.06.072δ.1220;Έσοδα από τέλη μεταβίβασης οχημάτων αυτοκινήτων;200.000,00;-200.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
06.06.072δ.1226;Έσοδα από τέλη μεταβίβασης οχημάτων αυτοκινήτων;200.000,00;-200.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
06.06.072δ.1250;Έσοδα από Κ.Α.Π. για επενδύσεις χρηματοδοτούμενες αποκλειστικά από εθνικούς πόρους;700.000,00;1.914.302,60;2.614.302,60;0,00;2.614.302,60;0,00;0,00;0,00;2.614.302,60;0,00;2.614.302,60;0,00;0,00;0,00;2.614.302,60
06.06.072δ.1251;Έσοδα από Κ.Α.Π. για επενδύσεις χρηματοδοτούμενες αποκλειστικά από εθνικούς πόρους;400.000,00;2.214.302,60;2.614.302,60;0,00;2.614.302,60;0,00;0,00;0,00;2.614.302,60;0,00;2.614.302,60;0,00;0,00;0,00;2.614.302,60
06.06.072δ.1253;Έσοδα από Κ.Α.Π. για δαπάνες βελτίωσης, συντήρησης και αποκατάστασης του οδικού δικτύου των Νομαρχιακών Αυτοδιοικήσεων;300.000,00;-300.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
06.06.072δ.3000;Έσοδα από την επιχειρηματική δραστηριότητα του Ν.Π.Δ.Δ;0,00;0,00;0,00;34.754,72;-34.754,72;34.754,72;0,00;34.754,72;-34.754,72;34.754,72;-34.754,72;0,00;0,00;-34.754,72;0,00
06.06.072δ.3500;Πρόσοδοι του Ν.Π.Δ.Δ από Κεφάλαια, Κινητές αξίες και λοιπές περιπτώσεις;0,00;0,00;0,00;34.754,72;-34.754,72;34.754,72;0,00;34.754,72;-34.754,72;34.754,72;-34.754,72;0,00;0,00;-34.754,72;0,00
06.06.072δ.3510;Τόκοι από καταθέσεις σε Τράπεζες;0,00;0,00;0,00;34.754,72;-34.754,72;34.754,72;0,00;34.754,72;-34.754,72;34.754,72;-34.754,72;0,00;0,00;-34.754,72;0,00
06.06.072δ.3511;Τόκοι από καταθέσεις σε Τράπεζες;0,00;0,00;0,00;34.754,72;-34.754,72;34.754,72;0,00;34.754,72;-34.754,72;34.754,72;-34.754,72;0,00;0,00;-34.754,72;0,00
06.06.072δ.3511.α;Τόκοι από καταθέσεις σε Τράπεζες (Δημόσιες επενδ.από ΚΑΠ 87825451).;0,00;0,00;0,00;19.568,18;-19.568,18;19.568,18;0,00;19.568,18;-19.568,18;19.568,18;-19.568,18;0,00;0,00;-19.568,18;0,00
06.06.072δ.3511.β;Τόκοι από καταθέσεις σε Τράπεζες (Εργα χρημ.απο το 10% των τελών κυκλ.87825728).;0,00;0,00;0,00;13.857,66;-13.857,66;13.857,66;0,00;13.857,66;-13.857,66;13.857,66;-13.857,66;0,00;0,00;-13.857,66;0,00
06.06.072δ.3511.γ;Τόκοι από καταθέσεις σε Τράπεζες (Επενδ.εκτ.απο τέλη κυκλ.87825701).;0,00;0,00;0,00;1.328,88;-1.328,88;1.328,88;0,00;1.328,88;-1.328,88;1.328,88;-1.328,88;0,00;0,00;-1.328,88;0,00
06.06.151;ΥΓΕΙΑΣ & ΚΟΙΝΩΝΙΚΗΣ ΑΛΛΗΛΕΓΓΥΗΣ;1.642.704,27;0,00;1.642.704,27;1.223.055,38;419.648,89;1.223.055,38;0,00;1.223.055,38;419.648,89;1.234.923,49;407.780,78;-11.868,11;0,00;-1.223.055,38;1.642.704,27
06.06.151.0000;Επιχορηγήσεις;0,00;0,00;0,00;9.669,00;-9.669,00;9.669,00;0,00;9.669,00;-9.669,00;9.669,00;-9.669,00;0,00;0,00;-9.669,00;0,00
06.06.151.0200;Επιχορήγηση από τον τακτικό κρατικό προϋπολογισμό;0,00;0,00;0,00;9.669,00;-9.669,00;9.669,00;0,00;9.669,00;-9.669,00;9.669,00;-9.669,00;0,00;0,00;-9.669,00;0,00
06.06.151.0210;π;0,00;0,00;0,00;9.669,00;-9.669,00;9.669,00;0,00;9.669,00;-9.669,00;9.669,00;-9.669,00;0,00;0,00;-9.669,00;0,00
06.06.151.0211;Επιχορηγήσεις από ΝΠΔΔ,οργανισμούς ή ειδικούς λογαριασμούς;0,00;0,00;0,00;9.669,00;-9.669,00;9.669,00;0,00;9.669,00;-9.669,00;9.669,00;-9.669,00;0,00;0,00;-9.669,00;0,00
06.06.151.1000;Φόροι-Τέλη και Δικαιώματα υπέρ Ν.Π.Δ.Δ.;1.468.464,00;0,00;1.468.464,00;1.126.549,42;341.914,58;1.126.549,42;0,00;1.126.549,42;341.914,58;1.126.549,42;341.914,58;0,00;0,00;-1.126.549,42;1.468.464,00
06.06.151.1200;Έσοδα από τέλη και δικαιώματα;1.468.464,00;0,00;1.468.464,00;1.126.549,42;341.914,58;1.126.549,42;0,00;1.126.549,42;341.914,58;1.126.549,42;341.914,58;0,00;0,00;-1.126.549,42;1.468.464,00
06.06.151.1252;Έσοδα από Κ.Α.Π. για λειτουργικές και λοιπές γενικές δαπάνες;1.468.464,00;0,00;1.468.464,00;1.126.549,42;341.914,58;1.126.549,42;0,00;1.126.549,42;341.914,58;1.126.549,42;341.914,58;0,00;0,00;-1.126.549,42;1.468.464,00
06.06.151.3000;Έσοδα από την επιχειρηματική δραστηριότητα του Ν.Π.Δ.Δ;0,00;0,00;0,00;13.342,54;-13.342,54;13.342,54;0,00;13.342,54;-13.342,54;13.342,54;-13.342,54;0,00;0,00;-13.342,54;0,00
06.06.151.3500;Πρόσοδοι του Ν.Π.Δ.Δ από κεφάλαια, κινητές αξίες και λοιπές περιπτώσεις;0,00;0,00;0,00;13.342,54;-13.342,54;13.342,54;0,00;13.342,54;-13.342,54;13.342,54;-13.342,54;0,00;0,00;-13.342,54;0,00
06.06.151.3510;Τόκοι από καταθέσεις σε Τράπεζες.;0,00;0,00;0,00;13.342,54;-13.342,54;13.342,54;0,00;13.342,54;-13.342,54;13.342,54;-13.342,54;0,00;0,00;-13.342,54;0,00
06.06.151.3511;Τόκοι από καταθέσεις σε Τράπεζες.;0,00;0,00;0,00;13.342,54;-13.342,54;13.342,54;0,00;13.342,54;-13.342,54;13.342,54;-13.342,54;0,00;0,00;-13.342,54;0,00
06.06.151.3511.α;Τόκοι από καταθέσεις σε Τράπεζες;0,00;0,00;0,00;13.342,54;-13.342,54;13.342,54;0,00;13.342,54;-13.342,54;13.342,54;-13.342,54;0,00;0,00;-13.342,54;0,00
06.06.151.5000;Λοιπά Εσοδα;0,00;0,00;0,00;4.348,39;-4.348,39;4.348,39;0,00;4.348,39;-4.348,39;16.216,50;-16.216,50;-11.868,11;0,00;-4.348,39;0,00
06.06.151.5500;Επιστροφές Χρημάτων;0,00;0,00;0,00;3.172,80;-3.172,80;3.172,80;0,00;3.172,80;-3.172,80;15.040,91;-15.040,91;-11.868,11;0,00;-3.172,80;0,00
06.06.151.5510;Επιστροφή χρημάτων για τακτοποίηση ΧΕΠ;0,00;0,00;0,00;2.448,80;-2.448,80;2.448,80;0,00;2.448,80;-2.448,80;14.316,91;-14.316,91;-11.868,11;0,00;-2.448,80;0,00
06.06.151.5511;Επιστροφή χρημάτων για τακτοποίηση ΧΕΠ;0,00;0,00;0,00;2.448,80;-2.448,80;2.448,80;0,00;2.448,80;-2.448,80;14.316,91;-14.316,91;-11.868,11;0,00;-2.448,80;0,00
06.06.151.5511.α;Επιστροφή χρημάτων για τακτοποίηση ΧΕΠ;0,00;0,00;0,00;2.448,80;-2.448,80;2.448,80;0,00;2.448,80;-2.448,80;14.316,91;-14.316,91;-11.868,11;0,00;-2.448,80;0,00
06.06.151.5520;Λοιπές επιστροφές ποσών που καταβλήθηκαν χωρίς να οφείλονται;0,00;0,00;0,00;724,00;-724,00;724,00;0,00;724,00;-724,00;724,00;-724,00;0,00;0,00;-724,00;0,00
06.06.151.5529;Λοιπές επιστροφές ποσών που καταβλήθηκαν χωρίς να οφείλονται;0,00;0,00;0,00;724,00;-724,00;724,00;0,00;724,00;-724,00;724,00;-724,00;0,00;0,00;-724,00;0,00
06.06.151.5529.α;Λοιπές επιστροφές ποσών που καταβλήθηκαν χωρίς να οφείλον 2167-17;0,00;0,00;0,00;724,00;-724,00;724,00;0,00;724,00;-724,00;724,00;-724,00;0,00;0,00;-724,00;0,00
06.06.151.5600;Έσοδα από λοιπές περιπτώσεις;0,00;0,00;0,00;1.175,59;-1.175,59;1.175,59;0,00;1.175,59;-1.175,59;1.175,59;-1.175,59;0,00;0,00;-1.175,59;0,00
06.06.151.5680;Διάφορα έσοδα;0,00;0,00;0,00;1.175,59;-1.175,59;1.175,59;0,00;1.175,59;-1.175,59;1.175,59;-1.175,59;0,00;0,00;-1.175,59;0,00
06.06.151.5689;Λοιπά έσοδα που δεν κατονομάζονται ειδικά;0,00;0,00;0,00;1.175,59;-1.175,59;1.175,59;0,00;1.175,59;-1.175,59;1.175,59;-1.175,59;0,00;0,00;-1.175,59;0,00
06.06.151.6000;Έκτακτα έσοδα;0,00;0,00;0,00;69.146,03;-69.146,03;69.146,03;0,00;69.146,03;-69.146,03;69.146,03;-69.146,03;0,00;0,00;-69.146,03;0,00
06.06.151.6600;Λοιπά έσοδα;0,00;0,00;0,00;69.146,03;-69.146,03;69.146,03;0,00;69.146,03;-69.146,03;69.146,03;-69.146,03;0,00;0,00;-69.146,03;0,00
06.06.151.6650;Επιστροφές χρημάτων από λοιπές περιπτώσεις;0,00;0,00;0,00;69.146,03;-69.146,03;69.146,03;0,00;69.146,03;-69.146,03;69.146,03;-69.146,03;0,00;0,00;-69.146,03;0,00
06.06.151.6659;Επιστροφές χρημάτων από λοιπές περιπτώσεις;0,00;0,00;0,00;69.146,03;-69.146,03;69.146,03;0,00;69.146,03;-69.146,03;69.146,03;-69.146,03;0,00;0,00;-69.146,03;0,00
06.06.151.Τ000;Ταμειακό Υπόλοιπο;174.240,27;0,00;174.240,27;0,00;174.240,27;0,00;0,00;0,00;174.240,27;0,00;174.240,27;0,00;0,00;0,00;174.240,27
06.06.151.ΤΑ00;Ταμειακό Υπόλοιπο;174.240,27;0,00;174.240,27;0,00;174.240,27;0,00;0,00;0,00;174.240,27;0,00;174.240,27;0,00;0,00;0,00;174.240,27
06.06.151.ΤΑΜ0;Ταμειακό Υπόλοιπο;174.240,27;0,00;174.240,27;0,00;174.240,27;0,00;0,00;0,00;174.240,27;0,00;174.240,27;0,00;0,00;0,00;174.240,27
06.06.151.ΤΑΜΥ;Ταμειακό Υπόλοιπο;174.240,27;0,00;174.240,27;0,00;174.240,27;0,00;0,00;0,00;174.240,27;0,00;174.240,27;0,00;0,00;0,00;174.240,27
06.06.151.ΤΑΜΥ.01;Ταμειακό Υπόλοιπο;174.240,27;0,00;174.240,27;0,00;174.240,27;0,00;0,00;0,00;174.240,27;0,00;174.240,27;0,00;0,00;0,00;174.240,27
06.06.153;ΥΠΗΡΕΣΙΕΣ ΠΑΙΔΙΚΩΝ ΕΞΟΧΩΝ - ΚΑΤΑΣΚΗΝΩΣΕΩΝ;55.420,04;0,00;55.420,04;688,72;54.731,32;688,72;0,00;688,72;54.731,32;688,72;54.731,32;0,00;0,00;-688,72;55.420,04
06.06.153.3000;Έσοδα από την επιχειρηματική δραστηριότητα του Ν.Π.Δ.Δ;0,00;0,00;0,00;688,72;-688,72;688,72;0,00;688,72;-688,72;688,72;-688,72;0,00;0,00;-688,72;0,00
06.06.153.3500;Πρόσοδοι του Ν.Π.Δ.Δ από κεφάλαια, κινητές αξίες και λοιπές περιπτώσεις;0,00;0,00;0,00;688,72;-688,72;688,72;0,00;688,72;-688,72;688,72;-688,72;0,00;0,00;-688,72;0,00
06.06.153.3510;Τόκοι από καταθέσεις σε Τράπεζες.;0,00;0,00;0,00;688,72;-688,72;688,72;0,00;688,72;-688,72;688,72;-688,72;0,00;0,00;-688,72;0,00
06.06.153.3511;Τόκοι από καταθέσεις σε Τράπεζες.;0,00;0,00;0,00;688,72;-688,72;688,72;0,00;688,72;-688,72;688,72;-688,72;0,00;0,00;-688,72;0,00
06.06.153.3511.α;Τόκοι από καταθέσεις σε Τράπεζες (002145-43).;0,00;0,00;0,00;688,72;-688,72;688,72;0,00;688,72;-688,72;688,72;-688,72;0,00;0,00;-688,72;0,00
06.06.153.Τ000;Ταμειακό Υπόλοιπο;55.420,04;0,00;55.420,04;0,00;55.420,04;0,00;0,00;0,00;55.420,04;0,00;55.420,04;0,00;0,00;0,00;55.420,04
06.06.153.ΤΑ00;Ταμειακό Υπόλοιπο;55.420,04;0,00;55.420,04;0,00;55.420,04;0,00;0,00;0,00;55.420,04;0,00;55.420,04;0,00;0,00;0,00;55.420,04
06.06.153.ΤΑΜ0;Ταμειακό Υπόλοιπο;55.420,04;0,00;55.420,04;0,00;55.420,04;0,00;0,00;0,00;55.420,04;0,00;55.420,04;0,00;0,00;0,00;55.420,04
06.06.153.ΤΑΜΥ;Ταμειακό Υπόλοιπο;55.420,04;0,00;55.420,04;0,00;55.420,04;0,00;0,00;0,00;55.420,04;0,00;55.420,04;0,00;0,00;0,00;55.420,04
06.06.153.ΤΑΜΥ.01;Ταμειακό Υπόλοιπο -Χρυσοπηγής;55.420,04;0,00;55.420,04;0,00;55.420,04;0,00;0,00;0,00;55.420,04;0,00;55.420,04;0,00;0,00;0,00;55.420,04
06.06.191;ΥΠΗΡΕΣΙΕΣ ΠΡΩΤΟΒΑΘΜΙΑΣ ΕΚΠΑΙΔΕΥΣΗΣ;840.857,24;427.000,00;1.267.857,24;508.573,90;759.283,34;508.573,90;0,00;508.573,90;759.283,34;508.573,90;759.283,34;0,00;0,00;-508.573,90;1.267.857,24
06.06.191.0000;Επιχορηγήσεις;583.000,00;0,00;583.000,00;505.617,06;77.382,94;505.617,06;0,00;505.617,06;77.382,94;505.617,06;77.382,94;0,00;0,00;-505.617,06;583.000,00
06.06.191.0100;Επιχορήγηση από τον τακτικό κρατικό προϋπολογισμό;583.000,00;0,00;583.000,00;505.617,06;77.382,94;505.617,06;0,00;505.617,06;77.382,94;505.617,06;77.382,94;0,00;0,00;-505.617,06;583.000,00
06.06.191.0140;Επιχορηγήσεις για λοιπούς εκπαιδευτικούς σκοπούς;583.000,00;0,00;583.000,00;505.617,06;77.382,94;505.617,06;0,00;505.617,06;77.382,94;505.617,06;77.382,94;0,00;0,00;-505.617,06;583.000,00
06.06.191.0149;Επιχορηγήσεις για λοιπούς εκπαιδευτικούς σκοπούς;583.000,00;0,00;583.000,00;505.617,06;77.382,94;505.617,06;0,00;505.617,06;77.382,94;505.617,06;77.382,94;0,00;0,00;-505.617,06;583.000,00
06.06.191.1000;Φόροι-Τέλη και Δικαιώματα υπέρ Ν.Π.Δ.Δ.;0,00;427.000,00;427.000,00;0,00;427.000,00;0,00;0,00;0,00;427.000,00;0,00;427.000,00;0,00;0,00;0,00;427.000,00
06.06.191.1200;Έσοδα από τέλη και δικαιώματα;0,00;427.000,00;427.000,00;0,00;427.000,00;0,00;0,00;0,00;427.000,00;0,00;427.000,00;0,00;0,00;0,00;427.000,00
06.06.191.1250;Έσοδα από Κ.Α.Π. για λειτουργικές και λοιπές γενικές δαπάνες;0,00;427.000,00;427.000,00;0,00;427.000,00;0,00;0,00;0,00;427.000,00;0,00;427.000,00;0,00;0,00;0,00;427.000,00
06.06.191.1252;Έσοδα από Κ.Α.Π. για λειτουργικές και λοιπές γενικές δαπάνες;0,00;427.000,00;427.000,00;0,00;427.000,00;0,00;0,00;0,00;427.000,00;0,00;427.000,00;0,00;0,00;0,00;427.000,00
06.06.191.3000;Έσοδα από την επιχειρηματική δραστηριότητα του Ν.Π.Δ.Δ;0,00;0,00;0,00;2.956,84;-2.956,84;2.956,84;0,00;2.956,84;-2.956,84;2.956,84;-2.956,84;0,00;0,00;-2.956,84;0,00
06.06.191.3500;Πρόσοδοι του Ν.Π.Δ.Δ από κεφάλαια, κινητές αξίες και λοιπές περιπτώσεις;0,00;0,00;0,00;2.956,84;-2.956,84;2.956,84;0,00;2.956,84;-2.956,84;2.956,84;-2.956,84;0,00;0,00;-2.956,84;0,00
06.06.191.3510;Τόκοι από καταθέσεις σε Τράπεζες.;0,00;0,00;0,00;2.956,84;-2.956,84;2.956,84;0,00;2.956,84;-2.956,84;2.956,84;-2.956,84;0,00;0,00;-2.956,84;0,00
06.06.191.3511;Τόκοι από καταθέσεις σε Τράπεζες.;0,00;0,00;0,00;2.956,84;-2.956,84;2.956,84;0,00;2.956,84;-2.956,84;2.956,84;-2.956,84;0,00;0,00;-2.956,84;0,00
06.06.191.3511.α;Τόκοι από καταθέσεις σε Τράπεζες;0,00;0,00;0,00;2.956,84;-2.956,84;2.956,84;0,00;2.956,84;-2.956,84;2.956,84;-2.956,84;0,00;0,00;-2.956,84;0,00
06.06.191.Τ000;Ταμειακό Υπόλοιπο;257.857,24;0,00;257.857,24;0,00;257.857,24;0,00;0,00;0,00;257.857,24;0,00;257.857,24;0,00;0,00;0,00;257.857,24
06.06.191.ΤΑ00;Ταμειακό Υπόλοιπο;257.857,24;0,00;257.857,24;0,00;257.857,24;0,00;0,00;0,00;257.857,24;0,00;257.857,24;0,00;0,00;0,00;257.857,24
06.06.191.ΤΑΜ0;Ταμειακό Υπόλοιπο;257.857,24;0,00;257.857,24;0,00;257.857,24;0,00;0,00;0,00;257.857,24;0,00;257.857,24;0,00;0,00;0,00;257.857,24
06.06.191.ΤΑΜΥ;Ταμειακό Υπόλοιπο;257.857,24;0,00;257.857,24;0,00;257.857,24;0,00;0,00;0,00;257.857,24;0,00;257.857,24;0,00;0,00;0,00;257.857,24
06.06.191.ΤΑΜΥ.01;Ταμειακό Υπόλοιπο - Μεταφορά Μαθητών;257.857,24;0,00;257.857,24;0,00;257.857,24;0,00;0,00;0,00;257.857,24;0,00;257.857,24;0,00;0,00;0,00;257.857,24
06.06.192;ΥΠΗΡΕΣΙΕΣ ΔΕΥΤΕΡΟΒΑΘΜΙΑΣ ΕΚΠΑΙΔΕΥΣΗΣ;1.960.916,16;1.265.000,00;3.225.916,16;1.027.754,62;2.198.161,54;1.027.754,62;0,00;1.027.754,62;2.198.161,54;1.027.754,62;2.198.161,54;0,00;0,00;-1.027.754,62;3.225.916,16
06.06.192.0000;Επιχορηγήσεις;1.026.000,00;0,00;1.026.000,00;1.023.382,94;2.617,06;1.023.382,94;0,00;1.023.382,94;2.617,06;1.023.382,94;2.617,06;0,00;0,00;-1.023.382,94;1.026.000,00
06.06.192.0100;Επιχορήγηση από τον τακτικό κρατικό προυπολογισμό;1.026.000,00;0,00;1.026.000,00;1.023.382,94;2.617,06;1.023.382,94;0,00;1.023.382,94;2.617,06;1.023.382,94;2.617,06;0,00;0,00;-1.023.382,94;1.026.000,00
06.06.192.0140;Επιχορηγήσεις για λοιπούς εκπαιδευτικούς σκοπούς;1.026.000,00;0,00;1.026.000,00;1.023.382,94;2.617,06;1.023.382,94;0,00;1.023.382,94;2.617,06;1.023.382,94;2.617,06;0,00;0,00;-1.023.382,94;1.026.000,00
06.06.192.0149;Επιχορηγήσεις για λοιπούς εκπαιδευτικούς σκοπούς;1.026.000,00;0,00;1.026.000,00;1.023.382,94;2.617,06;1.023.382,94;0,00;1.023.382,94;2.617,06;1.023.382,94;2.617,06;0,00;0,00;-1.023.382,94;1.026.000,00
06.06.192.1000;Φόροι-Τέλη και Δικαιώματα υπέρ Ν.Π.Δ.Δ.;0,00;1.265.000,00;1.265.000,00;0,00;1.265.000,00;0,00;0,00;0,00;1.265.000,00;0,00;1.265.000,00;0,00;0,00;0,00;1.265.000,00
06.06.192.1200;Έσοδα από τέλη και δικαιώματα;0,00;1.265.000,00;1.265.000,00;0,00;1.265.000,00;0,00;0,00;0,00;1.265.000,00;0,00;1.265.000,00;0,00;0,00;0,00;1.265.000,00
06.06.192.1250;Έσοδα από Κ.Α.Π. για λειτουργικές και λοιπές γενικές δαπάνες;0,00;1.265.000,00;1.265.000,00;0,00;1.265.000,00;0,00;0,00;0,00;1.265.000,00;0,00;1.265.000,00;0,00;0,00;0,00;1.265.000,00
06.06.192.1252;Έσοδα από Κ.Α.Π. για λειτουργικές και λοιπές γενικές δαπάνες;0,00;1.265.000,00;1.265.000,00;0,00;1.265.000,00;0,00;0,00;0,00;1.265.000,00;0,00;1.265.000,00;0,00;0,00;0,00;1.265.000,00
06.06.192.3000;Έσοδα από την επιχειρηματική δραστηριότητα του Ν.Π.Δ.Δ;0,00;0,00;0,00;4.371,68;-4.371,68;4.371,68;0,00;4.371,68;-4.371,68;4.371,68;-4.371,68;0,00;0,00;-4.371,68;0,00
06.06.192.3500;Πρόσοδοι του Ν.Π.Δ.Δ από κεφάλαια, κινητές αξίες και λοιπές περιπτώσεις;0,00;0,00;0,00;4.371,68;-4.371,68;4.371,68;0,00;4.371,68;-4.371,68;4.371,68;-4.371,68;0,00;0,00;-4.371,68;0,00
06.06.192.3510;Τόκοι από καταθέσεις σε Τράπεζες.;0,00;0,00;0,00;4.371,68;-4.371,68;4.371,68;0,00;4.371,68;-4.371,68;4.371,68;-4.371,68;0,00;0,00;-4.371,68;0,00
06.06.192.3511;Τόκοι από καταθέσεις σε Τράπεζες.;0,00;0,00;0,00;4.371,68;-4.371,68;4.371,68;0,00;4.371,68;-4.371,68;4.371,68;-4.371,68;0,00;0,00;-4.371,68;0,00
06.06.192.3511.α;Τόκοι από καταθέσεις σε Τράπεζες (002144-00)-(κατανομή).;0,00;0,00;0,00;4.371,68;-4.371,68;4.371,68;0,00;4.371,68;-4.371,68;4.371,68;-4.371,68;0,00;0,00;-4.371,68;0,00
06.06.192.Τ000;Ταμειακό Υπόλοιπο;934.916,16;0,00;934.916,16;0,00;934.916,16;0,00;0,00;0,00;934.916,16;0,00;934.916,16;0,00;0,00;0,00;934.916,16
06.06.192.ΤΑ00;Ταμειακό Υπόλοιπο;934.916,16;0,00;934.916,16;0,00;934.916,16;0,00;0,00;0,00;934.916,16;0,00;934.916,16;0,00;0,00;0,00;934.916,16
06.06.192.ΤΑΜ0;Ταμειακό Υπόλοιπο;934.916,16;0,00;934.916,16;0,00;934.916,16;0,00;0,00;0,00;934.916,16;0,00;934.916,16;0,00;0,00;0,00;934.916,16
06.06.192.ΤΑΜΥ;Ταμειακό Υπόλοιπο;934.916,16;0,00;934.916,16;0,00;934.916,16;0,00;0,00;0,00;934.916,16;0,00;934.916,16;0,00;0,00;0,00;934.916,16
06.06.192.ΤΑΜΥ.01;Ταμειακό Υπόλοιπο - Μεταφορά Μαθητών;934.916,16;0,00;934.916,16;0,00;934.916,16;0,00;0,00;0,00;934.916,16;0,00;934.916,16;0,00;0,00;0,00;934.916,16
06.06.291;ΥΠΗΡΕΣΙΕΣ ΓΕΩΡΓΙΑΣ;38.150,34;54.300,00;92.450,34;12.377,31;80.073,03;12.377,31;0,00;12.377,31;80.073,03;12.377,31;80.073,03;0,00;0,00;-12.377,31;92.450,34
06.06.291.0000;Επιχορηγήσεις;0,00;54.300,00;54.300,00;9.296,18;45.003,82;9.296,18;0,00;9.296,18;45.003,82;9.296,18;45.003,82;0,00;0,00;-9.296,18;54.300,00
06.06.291.0200;Επιχορηγήσεις και εισφορές από Ν.Π.Δ.Δ., Ν.Π.Ι.Δ., Οργανισμούς, Ιδρύματα & Ειδικούς Λογαριασμούς Εσωτερικού;0,00;54.300,00;54.300,00;9.296,18;45.003,82;9.296,18;0,00;9.296,18;45.003,82;9.296,18;45.003,82;0,00;0,00;-9.296,18;54.300,00
06.06.291.0210;Επιχορηγήσεις από Ν.Π.Δ.Δ , Οργανισμούς ή Ειδικούς Λογαριασμούς;0,00;54.300,00;54.300,00;9.296,18;45.003,82;9.296,18;0,00;9.296,18;45.003,82;9.296,18;45.003,82;0,00;0,00;-9.296,18;54.300,00
06.06.291.0211;Επιχορηγήσεις από Ν.Π.Δ.Δ , Οργανισμούς ή Ειδικούς Λογαριασμούς;0,00;54.300,00;54.300,00;9.296,18;45.003,82;9.296,18;0,00;9.296,18;45.003,82;9.296,18;45.003,82;0,00;0,00;-9.296,18;54.300,00
06.06.291.0211.α;Επιχορηγήσεις από Ν.Π.Δ.Δ , Οργανισμούς ή Ειδικούς Λογαριασμούς - Δ/ΝΣΗ ΓΕΩΡΓΙΑΣ;0,00;54.300,00;54.300,00;9.296,18;45.003,82;9.296,18;0,00;9.296,18;45.003,82;9.296,18;45.003,82;0,00;0,00;-9.296,18;54.300,00
