Κωδικός Λογαριασμού;Περιγραφή;Εγκεκριμένος;Αναμορφώσεις;Διαμορφωμένος (Δ.Π.);Δεσμευθέντα;Υπόλοιπο Δεσμευθέντων ως προς Δ.Π.;Τιμολογηθέντα;Υπόλοιπο Τιμολογηθέντων ως προς Δ.Π.;Ενταλθέντα;Υπόλοιπο Ενταλθέντων    ως προς Δ.Π.;Πληρωθέντα;Υπόλοιπο Πληρωθέντων    ως προς Δ.Π.;Υπόλοιπο (Ενταλθέντα - Πληρωθέντα);Διαθέσεις;Υπόλοιπο Τιμολογηθέντων ως προς Διαθέσεις;Υπόλοιπο Διαθέσεων ως προς Δ.Π.;Υπόλοιπο Διαθέσεων ως προς Δεσμεύσεις
02.05.390.1111;Προμήθεια χαρτιού, γραφικών ειδών, κλπ, συναφών υλικών;11.327,80;0,00;11.327,80;1.130,75;10.197,05;1.130,75;10.197,05;1.130,75;10.197,05;1.130,75;10.197,05;0,00;0,00;-1.130,75;11.327,80;1.130,75
02.05.390.1200;Προμήθεια υγειονομικού, φαρμακευτικού υλικού και ειδών καθαριότητας;2.299,22;0,00;2.299,22;2.134,29;164,93;2.134,29;164,93;2.134,29;164,93;2.134,29;164,93;0,00;0,00;-2.134,29;2.299,22;2.134,29
02.05.390.1230;Προμήθεια ειδών καθαριότητας;2.299,22;0,00;2.299,22;2.134,29;164,93;2.134,29;164,93;2.134,29;164,93;2.134,29;164,93;0,00;0,00;-2.134,29;2.299,22;2.134,29
02.05.390.1231;Προμήθεια ειδών καθαριότητας;2.299,22;0,00;2.299,22;2.134,29;164,93;2.134,29;164,93;2.134,29;164,93;2.134,29;164,93;0,00;0,00;-2.134,29;2.299,22;2.134,29
02.05.390.1300;Προμήθεια ειδών συντήρησης και επισκευής εγκαταστάσεων και εξοπλισμού;997,75;500,00;1.497,75;1.403,65;94,10;1.403,65;94,10;1.403,65;94,10;1.403,65;94,10;0,00;0,00;-1.403,65;1.497,75;1.403,65
02.05.390.1310;Προμήθεια ειδών συντήρησης και επισκευής εγκαταστάσεων;997,75;500,00;1.497,75;1.403,65;94,10;1.403,65;94,10;1.403,65;94,10;1.403,65;94,10;0,00;0,00;-1.403,65;1.497,75;1.403,65
02.05.390.1311;Προμήθεια ειδών συντήρησης και επισκευής εγκαταστάσεων;997,75;500,00;1.497,75;1.403,65;94,10;1.403,65;94,10;1.403,65;94,10;1.403,65;94,10;0,00;0,00;-1.403,65;1.497,75;1.403,65
02.05.390.1500;Προμήθεις καυσίμων και λιπαντικών;10.165,87;0,00;10.165,87;7.867,11;2.298,76;7.867,11;2.298,76;7.867,11;2.298,76;7.867,11;2.298,76;0,00;0,00;-7.867,11;10.165,87;7.867,11
02.05.390.1510;Προμήθεια καυσίμων και λιπαντικών;10.165,87;0,00;10.165,87;7.867,11;2.298,76;7.867,11;2.298,76;7.867,11;2.298,76;7.867,11;2.298,76;0,00;0,00;-7.867,11;10.165,87;7.867,11
02.05.390.1511;Προμήθεια καυσίμων και λιπαντικών;250,00;0,00;250,00;250,00;0,00;250,00;0,00;250,00;0,00;250,00;0,00;0,00;0,00;-250,00;250,00;250,00
02.05.390.1512;Προμήθεια καυσίμων θέρμανσης και δαπάνες κοινοχρήστων;9.915,87;0,00;9.915,87;7.617,11;2.298,76;7.617,11;2.298,76;7.617,11;2.298,76;7.617,11;2.298,76;0,00;0,00;-7.617,11;9.915,87;7.617,11
02.05.390.1600;Διάφορες Προμήθειες;909,65;2.000,00;2.909,65;759,65;2.150,00;759,65;2.150,00;759,65;2.150,00;759,65;2.150,00;0,00;0,00;-759,65;2.909,65;759,65
02.05.390.1690;Λοιπές προμήθειες;909,65;2.000,00;2.909,65;759,65;2.150,00;759,65;2.150,00;759,65;2.150,00;759,65;2.150,00;0,00;0,00;-759,65;2.909,65;759,65
02.05.390.1699;Λοιπές προμήθειες;909,65;2.000,00;2.909,65;759,65;2.150,00;759,65;2.150,00;759,65;2.150,00;759,65;2.150,00;0,00;0,00;-759,65;2.909,65;759,65
02.05.390.1700;Προμήθεια κεφαλαιακού εξοπλισμού;20.512,60;11.559,00;32.071,60;6.715,30;25.356,30;6.715,30;25.356,30;6.715,30;25.356,30;6.715,30;25.356,30;0,00;0,00;-6.715,30;32.071,60;6.715,30
02.05.390.1710;Προμήθεια επίπλων;1.509,59;2.500,00;4.009,59;1.500,00;2.509,59;1.500,00;2.509,59;1.500,00;2.509,59;1.500,00;2.509,59;0,00;0,00;-1.500,00;4.009,59;1.500,00
02.05.390.1711;Προμήθεια επίπλων;0,00;2.500,00;2.500,00;0,00;2.500,00;0,00;2.500,00;0,00;2.500,00;0,00;2.500,00;0,00;0,00;0,00;2.500,00;0,00
02.05.390.1712;Προμήθεια συσκευών θέρμανσης και κλιματισμού;1.509,59;0,00;1.509,59;1.500,00;9,59;1.500,00;9,59;1.500,00;9,59;1.500,00;9,59;0,00;0,00;-1.500,00;1.509,59;1.500,00
02.05.390.1720;Προμήθεια ηλεκτρονικών υπολογιστών προγραμμάτων και λοιπών υλικών;19.003,01;9.059,00;28.062,01;5.215,30;22.846,71;5.215,30;22.846,71;5.215,30;22.846,71;5.215,30;22.846,71;0,00;0,00;-5.215,30;28.062,01;5.215,30
02.05.390.1723;Προμήθεια ηλεκτρονικών υπολογιστών προγραμμάτων και λοιπών υλικών;8.945,01;9.059,00;18.004,01;5.215,30;12.788,71;5.215,30;12.788,71;5.215,30;12.788,71;5.215,30;12.788,71;0,00;0,00;-5.215,30;18.004,01;5.215,30
02.05.390.1725;Προμήθεια κάθε είδους τηλεπικοινωνιακού, μετεωρολογικού και λοιπού συναφούς ηλεκτρονικού εξοπλισμού;300,00;0,00;300,00;0,00;300,00;0,00;300,00;0,00;300,00;0,00;300,00;0,00;0,00;0,00;300,00;0,00
02.05.390.1729;Προμήθεια κάθε είδους μηχανικού και λοιπού εξοπλισμού;9.758,00;0,00;9.758,00;0,00;9.758,00;0,00;9.758,00;0,00;9.758,00;0,00;9.758,00;0,00;0,00;0,00;9.758,00;0,00
02.05.390.3000;ΠΛΗΡΩΜΕΣ ΠΟΥ ΑΝΤΙΚΡΥΖΟΝΤΑΙ ΑΠΌ ΠΡΑΓΜΑΤΟΠΟΙΟΥΜΕΝΑ ΕΣΟΔΑ;20.132,54;-19.342,50;790,04;0,00;790,04;0,00;790,04;0,00;790,04;0,00;790,04;0,00;0,00;0,00;790,04;0,00
02.05.390.3100;Επιστροφές όσων εισπράχθηκαν χωρίς να οφεόλονται;20.132,54;-19.342,50;790,04;0,00;790,04;0,00;790,04;0,00;790,04;0,00;790,04;0,00;0,00;0,00;790,04;0,00
02.05.390.3190;Από άλλες περιπτώσεις;20.132,54;-19.342,50;790,04;0,00;790,04;0,00;790,04;0,00;790,04;0,00;790,04;0,00;0,00;0,00;790,04;0,00
02.05.390.3193;Επιστροφές χρημάτων επιχορηγήσεων που δεν απορροφήθηκαν;20.132,54;-19.342,50;790,04;0,00;790,04;0,00;790,04;0,00;790,04;0,00;790,04;0,00;0,00;0,00;790,04;0,00
02.06;ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΣΕΡΡΩΝ;24.849.261,57;2.050.404,23;26.899.665,80;13.010.774,40;13.888.891,40;13.036.788,16;13.862.877,64;13.047.993,06;13.851.672,74;13.047.993,06;13.851.672,74;0,00;0,00;-13.036.788,16;26.899.665,80;13.010.774,40
02.06.071;ΥΠΗΡΕΣΙΕΣ ΠΡΟΓΡΑΜΜΑΤΙΣΜΟΥ - ΣΧΕΔΙΑΣΜΟΥ (Π.Δ.Ε.);6.386.628,75;5.310.990,05;11.697.618,80;6.587.135,60;5.110.483,20;6.588.366,56;5.109.252,24;6.587.135,60;5.110.483,20;6.587.135,60;5.110.483,20;0,00;0,00;-6.588.366,56;11.697.618,80;6.587.135,60
02.06.071.5000;Διάφορες κοινές ή σύνθετες δαπάνες Υπουργείων και Νομαρχιών που δεν έχουν ενταχθεί σε κάποια από τις γενικές κατηγορίες του Κώδικα;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.06.071.5100;Διάφορες σύνθετες δαπάνες;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.06.071.5110;Τακτικό Αποθεματικό;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.06.071.5111;Τακτικό Αποθεματικό;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.06.071.9000;Πληρωμές για επενδύσεις;6.386.628,75;5.310.990,05;11.697.618,80;6.587.135,60;5.110.483,20;6.588.366,56;5.109.252,24;6.587.135,60;5.110.483,20;6.587.135,60;5.110.483,20;0,00;0,00;-6.588.366,56;11.697.618,80;6.587.135,60
02.06.071.9400;Πληρωμές για επενδύσεις;1.507.466,52;5.443.783,27;6.951.249,79;4.677.138,70;2.274.111,09;4.677.138,70;2.274.111,09;4.677.138,70;2.274.111,09;4.677.138,70;2.274.111,09;0,00;0,00;-4.677.138,70;6.951.249,79;4.677.138,70
02.06.071.9450; Επενδύσεις για Γεωργία - Δάση - Αλιεία;1.395.446,67;5.376.209,80;6.771.656,47;4.609.565,23;2.162.091,24;4.609.565,23;2.162.091,24;4.609.565,23;2.162.091,24;4.609.565,23;2.162.091,24;0,00;0,00;-4.609.565,23;6.771.656,47;4.609.565,23
02.06.071.9453;Επενδύσεις για Συγκοινωνίες -Σιδηρόδρομοι;2.921,49;0,00;2.921,49;0,00;2.921,49;0,00;2.921,49;0,00;2.921,49;0,00;2.921,49;0,00;0,00;0,00;2.921,49;0,00
02.06.071.9453.α;Επενδύσεις για Συγκοινωνίες;2.921,49;0,00;2.921,49;0,00;2.921,49;0,00;2.921,49;0,00;2.921,49;0,00;2.921,49;0,00;0,00;0,00;2.921,49;0,00
02.06.071.9453.α.0;Επενδύσεις για Συγκοινωνίες - Ε.Α.Π. Γενικά;2.921,49;0,00;2.921,49;0,00;2.921,49;0,00;2.921,49;0,00;2.921,49;0,00;2.921,49;0,00;0,00;0,00;2.921,49;0,00
02.06.071.9454;Τουρισμός - Μουσεία - Μνημεία - Εκπαίδευση;0,00;1.700.000,00;1.700.000,00;857.310,00;842.690,00;857.310,00;842.690,00;857.310,00;842.690,00;857.310,00;842.690,00;0,00;0,00;-857.310,00;1.700.000,00;857.310,00
02.06.071.9454.β;Επενδύσεις για Εκπαίδευση;0,00;1.700.000,00;1.700.000,00;857.310,00;842.690,00;857.310,00;842.690,00;857.310,00;842.690,00;857.310,00;842.690,00;0,00;0,00;-857.310,00;1.700.000,00;857.310,00
02.06.071.9454.β.3;Επενδύσεις για Εκπαίδευση - ΣΑΝΑ 3;0,00;1.700.000,00;1.700.000,00;857.310,00;842.690,00;857.310,00;842.690,00;857.310,00;842.690,00;857.310,00;842.690,00;0,00;0,00;-857.310,00;1.700.000,00;857.310,00
02.06.071.9454.β.3.0;Επενδύσεις για Εκπαίδευση - ΣΑΝΑ 8 Κατασκευή 12θέσιου Δ.Σ. Σκουτάρεως;0,00;1.200.000,00;1.200.000,00;857.310,00;342.690,00;857.310,00;342.690,00;857.310,00;342.690,00;857.310,00;342.690,00;0,00;0,00;-857.310,00;1.200.000,00;857.310,00
02.06.071.9454.β.3.1;Επενδύσεις για Εκπαίδευση - ΣΑΕΠ 8 Κατασκευή 12θέσιου 6ου Δ.Σ. Σερρών;0,00;500.000,00;500.000,00;0,00;500.000,00;0,00;500.000,00;0,00;500.000,00;0,00;500.000,00;0,00;0,00;0,00;500.000,00;0,00
02.06.071.9455;Επενδύσεις για Οικισμό - Υγεία - Πρόνοια;1.391.673,00;3.160.805,00;4.552.478,00;3.404.363,33;1.148.114,67;3.404.363,33;1.148.114,67;3.404.363,33;1.148.114,67;3.404.363,33;1.148.114,67;0,00;0,00;-3.404.363,33;4.552.478,00;3.404.363,33
02.06.071.9455.ε;ΧΥΤΑ Σερρών;1.391.673,00;3.160.805,00;4.552.478,00;3.404.363,33;1.148.114,67;3.404.363,33;1.148.114,67;3.404.363,33;1.148.114,67;3.404.363,33;1.148.114,67;0,00;0,00;-3.404.363,33;4.552.478,00;3.404.363,33
02.06.071.9456;Επενδύσεις για ύδρευση & αποχέτευση;0,00;500.000,00;500.000,00;341.848,55;158.151,45;341.848,55;158.151,45;341.848,55;158.151,45;341.848,55;158.151,45;0,00;0,00;-341.848,55;500.000,00;341.848,55
02.06.071.9456.0;Επενδύσεις για Ύδρευση - Αποχέτευση;0,00;500.000,00;500.000,00;341.848,55;158.151,45;341.848,55;158.151,45;341.848,55;158.151,45;341.848,55;158.151,45;0,00;0,00;-341.848,55;500.000,00;341.848,55
02.06.071.9456.0.3;Επενδύσεις για Ύδρευση - Αποχέτευση - ΣΑΕΠ 008/8-Κατασκευή αποχετευτικού δικτύου ακαθάρτων στο ΔΔ Μεσολακκιάς;0,00;500.000,00;500.000,00;341.848,55;158.151,45;341.848,55;158.151,45;341.848,55;158.151,45;341.848,55;158.151,45;0,00;0,00;-341.848,55;500.000,00;341.848,55
02.06.071.9459;Διάφορα;852,18;15.404,80;16.256,98;6.043,35;10.213,63;6.043,35;10.213,63;6.043,35;10.213,63;6.043,35;10.213,63;0,00;0,00;-6.043,35;16.256,98;6.043,35
02.06.071.9459.α;Επενδύσεις για διάφορα έργα;852,18;15.404,80;16.256,98;6.043,35;10.213,63;6.043,35;10.213,63;6.043,35;10.213,63;6.043,35;10.213,63;0,00;0,00;-6.043,35;16.256,98;6.043,35
02.06.071.9459.α.1;Επενδύσεις για διάφορα έργα - Τόκοι;852,18;0,00;852,18;0,00;852,18;0,00;852,18;0,00;852,18;0,00;852,18;0,00;0,00;0,00;852,18;0,00
02.06.071.9459.α.3;Επενδύσεις για διάφορα έργα - ΣΑΝΑ 3;0,00;15.404,80;15.404,80;6.043,35;9.361,45;6.043,35;9.361,45;6.043,35;9.361,45;6.043,35;9.361,45;0,00;0,00;-6.043,35;15.404,80;6.043,35
02.06.071.9459.α.3.0;Επενδύσεις για διάφορα έργα - ΣΑΝΑ 3  Γενικά -περιβαλλοντικη αποκατασταση συνολικα 9 ΧΑΔΑ εντός των οριων του Ν. Σερρών;0,00;15.404,80;15.404,80;6.043,35;9.361,45;6.043,35;9.361,45;6.043,35;9.361,45;6.043,35;9.361,45;0,00;0,00;-6.043,35;15.404,80;6.043,35
02.06.071.9460;Πρόγραμμα Παραμεθόριων Περιοχών;19.031,67;0,00;19.031,67;0,00;19.031,67;0,00;19.031,67;0,00;19.031,67;0,00;19.031,67;0,00;0,00;0,00;19.031,67;0,00
02.06.071.9461;Πρόγραμμα Παραμεθόριων Περιοχών;19.031,67;0,00;19.031,67;0,00;19.031,67;0,00;19.031,67;0,00;19.031,67;0,00;19.031,67;0,00;0,00;0,00;19.031,67;0,00
02.06.071.9461.0;Πρόγραμμα Παραμεθόριων Περιοχών;19.031,67;0,00;19.031,67;0,00;19.031,67;0,00;19.031,67;0,00;19.031,67;0,00;19.031,67;0,00;0,00;0,00;19.031,67;0,00
02.06.071.9470;Επενδύσεις Υπουργείου Εσωτερικών  Δημ. Διοίκησης και Αποκέντρωσης;92.988,18;0,00;92.988,18;0,00;92.988,18;0,00;92.988,18;0,00;92.988,18;0,00;92.988,18;0,00;0,00;0,00;92.988,18;0,00
02.06.071.9471;Επενδύσεις Υπουργείου Εσωτερικών  Δημ. Διοίκησης και Αποκέντρωσης;2.205,66;0,00;2.205,66;0,00;2.205,66;0,00;2.205,66;0,00;2.205,66;0,00;2.205,66;0,00;0,00;0,00;2.205,66;0,00
02.06.071.9471.α;Επενδύσεις Υπουργείου Εσωτερικών  Δημ. Διοίκησης και Αποκέντρωσης;1.269,26;0,00;1.269,26;0,00;1.269,26;0,00;1.269,26;0,00;1.269,26;0,00;1.269,26;0,00;0,00;0,00;1.269,26;0,00
02.06.071.9471.α.0;Επενδύσεις Υπουργείου Εσωτερικών  Δημ. Διοίκησης και Αποκέντρωσης - Γενικά;1.269,26;0,00;1.269,26;0,00;1.269,26;0,00;1.269,26;0,00;1.269,26;0,00;1.269,26;0,00;0,00;0,00;1.269,26;0,00
02.06.071.9471.β;Περιγραφή;936,40;0,00;936,40;0,00;936,40;0,00;936,40;0,00;936,40;0,00;936,40;0,00;0,00;0,00;936,40;0,00
02.06.071.9472;Επενδύσεις Υπ. Παιδείας - Πρόγραμμα Σχολικής Στέγης;9.662,07;0,00;9.662,07;0,00;9.662,07;0,00;9.662,07;0,00;9.662,07;0,00;9.662,07;0,00;0,00;0,00;9.662,07;0,00
02.06.071.9472.α;Πρόγραμμα Σχολικής Στέγης;9.662,07;0,00;9.662,07;0,00;9.662,07;0,00;9.662,07;0,00;9.662,07;0,00;9.662,07;0,00;0,00;0,00;9.662,07;0,00
02.06.071.9472.α.0;Πρόγραμμα Σχολικής Στέγης - Γενικά;9.094,94;0,00;9.094,94;0,00;9.094,94;0,00;9.094,94;0,00;9.094,94;0,00;9.094,94;0,00;0,00;0,00;9.094,94;0,00
02.06.071.9472.α.1;Πρόγραμμα Σχολικής Στέγης;567,13;0,00;567,13;0,00;567,13;0,00;567,13;0,00;567,13;0,00;567,13;0,00;0,00;0,00;567,13;0,00
02.06.071.9476;Επενδύσεις Υ.ΠΕ.ΧΩ.Δ.Ε.;30.865,24;0,00;30.865,24;0,00;30.865,24;0,00;30.865,24;0,00;30.865,24;0,00;30.865,24;0,00;0,00;0,00;30.865,24;0,00
02.06.071.9476.α;Επιχορήγηση ΥΠΕΧΩΔΕ για κατεδαφίσεις αυθαιρέτων;29.317,68;0,00;29.317,68;0,00;29.317,68;0,00;29.317,68;0,00;29.317,68;0,00;29.317,68;0,00;0,00;0,00;29.317,68;0,00
02.06.071.9476.β;Επιχορήγηση ΥΠΕΧΩΔΕ για το διασυνοριακό ποταμού Στρυμόνα;1.547,56;0,00;1.547,56;0,00;1.547,56;0,00;1.547,56;0,00;1.547,56;0,00;1.547,56;0,00;0,00;0,00;1.547,56;0,00
02.06.071.9479;Επενδύσεις λοιπών Υπουργείων;50.255,21;0,00;50.255,21;0,00;50.255,21;0,00;50.255,21;0,00;50.255,21;0,00;50.255,21;0,00;0,00;0,00;50.255,21;0,00
02.06.071.9479.α;Επενδύσεις Υ.ΜΑ.Θ.;49.713,91;0,00;49.713,91;0,00;49.713,91;0,00;49.713,91;0,00;49.713,91;0,00;49.713,91;0,00;0,00;0,00;49.713,91;0,00
02.06.071.9479.β;Επενδύσεις Υ.ΠΕ.ΧΩ.Δ.Ε.;541,30;0,00;541,30;0,00;541,30;0,00;541,30;0,00;541,30;0,00;541,30;0,00;0,00;0,00;541,30;0,00
02.06.071.9480;Επενδύσεις για έργα Σχολικής Στέγης (ΤΑΣΕ);0,00;67.573,47;67.573,47;67.573,47;0,00;67.573,47;0,00;67.573,47;0,00;67.573,47;0,00;0,00;0,00;-67.573,47;67.573,47;67.573,47
02.06.071.9483;Επενδύσεις για έργα Σχολικής Στέγης (ΤΑΣΕ);0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.06.071.9483.α;Εργασίες σχετικές με την υγιεινή, ασφάλεια και εσωτερική λειτουργία των σχολείων του Ν.Σερρών;0,00;67.573,47;67.573,47;67.573,47;0,00;67.573,47;0,00;67.573,47;0,00;67.573,47;0,00;0,00;0,00;-67.573,47;67.573,47;67.573,47
02.06.071.9700;ΕΠΕΝΔΥΣΕΙΣ ΕΚΤΕΛΟΥΜΕΝΕΣ ΑΠΟ ΤΑ ΕΣΟΔΑ ΤΩΝ ΝΠΔΔ;4.784.162,23;-1.555.967,71;3.228.194,52;1.902.382,87;1.325.811,65;1.903.613,83;1.324.580,69;1.902.382,87;1.325.811,65;1.902.382,87;1.325.811,65;0,00;0,00;-1.903.613,83;3.228.194,52;1.902.382,87
02.06.071.9710;ΑΠΑΛΛΟΤΡΙΩΣΕΙΣ;105.000,00;-99.000,00;6.000,00;0,00;6.000,00;0,00;6.000,00;0,00;6.000,00;0,00;6.000,00;0,00;0,00;0,00;6.000,00;0,00
02.06.071.9719;Αποζημιώσεις απαλλοτριώσεων για λοιπούς σκοπούς - από ΚΑΠ 10%;105.000,00;-99.000,00;6.000,00;0,00;6.000,00;0,00;6.000,00;0,00;6.000,00;0,00;6.000,00;0,00;0,00;0,00;6.000,00;0,00
02.06.071.9719.γ;Αποζημιώσεις απαλλοτριώσεων για λοιπούς σκοπούς - από ΚΑΠ 10%;105.000,00;-99.000,00;6.000,00;0,00;6.000,00;0,00;6.000,00;0,00;6.000,00;0,00;6.000,00;0,00;0,00;0,00;6.000,00;0,00
02.06.071.9720;ΕΠΙΣΚΕΥΗ ΚΑΙ ΣΥΝΤΗΡΗΣΗ ΚΤΙΡΙΩΝ ΚΑΘΩΣ ΚΑΙ ΚΑΘΕ ΕΙΔΟΥΣ ΕΓΚΑΤΑΣΤΑΣΕΙΣ ΣΕ ΑΥΤΑ;670.000,00;103.674,52;773.674,52;596.853,71;176.820,81;596.853,71;176.820,81;596.853,71;176.820,81;596.853,71;176.820,81;0,00;0,00;-596.853,71;773.674,52;596.853,71
02.06.071.9722;;260.000,00;185.674,52;445.674,52;424.051,14;21.623,38;424.051,14;21.623,38;424.051,14;21.623,38;424.051,14;21.623,38;0,00;0,00;-424.051,14;445.674,52;424.051,14
02.06.071.9722.β;Επισκευή  & συντήρηση διδακτηρίων βιβλιοθηκών, μουσείων κλπ;260.000,00;185.674,52;445.674,52;424.051,14;21.623,38;424.051,14;21.623,38;424.051,14;21.623,38;424.051,14;21.623,38;0,00;0,00;-424.051,14;445.674,52;424.051,14
02.06.071.9723;;60.000,00;-60.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.06.071.9723.β;ΕΠΙΣΚΕΥΗ  & ΣΥΝΤΗΡΗΣΗ  ΚΤΙΡΙΩΝ ΥΓΕΙΟΝΟΜΙΚΩΝ ΙΔΡΥΜΑΤΩΝ & ΚΟΙΝΩΝΙΚΩΝ  ΓΕΝΙΚΑ ΥΠΗΡΕΣΙΩΝ & ΚΑΘΕ ΕΙΔΟΥΣ ΕΓΚΑΤΑΣΤΑΣΕΙΣ ΣΕ ΑΥΤΑ;60.000,00;-60.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.06.071.9725;ΕΠΙΣΚΕΥΗ ΚΑΙ ΣΥΝΤΗΡΗΣΗ ΚΤΙΡΙΩΝ  ΠΟΥ ΣΤΕΓΑΖΟΥΝ ΔΗΜΟΣΙΕΣ ΥΠΗΡΕΣΙΕΣ  Η΄ ΝΠΔΔΔ;350.000,00;-65.000,00;285.000,00;133.032,57;151.967,43;133.032,57;151.967,43;133.032,57;151.967,43;133.032,57;151.967,43;0,00;0,00;-133.032,57;285.000,00;133.032,57
02.06.071.9725.α;ΕΠΙΣΚΕΥΗ ΚΑΙ ΣΥΝΤΗΡΗΣΗ ΚΤΙΡΙΩΝ  ΠΟΥ ΣΤΕΓΑΖΟΥΝ ΔΗΜΟΣΙΕΣ ΥΠΗΡΕΣΙΕΣ  Η΄ ΝΠΔΔΔ από τέλη αδείας μεταβίβνασης οχημάτων;150.000,00;0,00;150.000,00;0,00;150.000,00;0,00;150.000,00;0,00;150.000,00;0,00;150.000,00;0,00;0,00;0,00;150.000,00;0,00
02.06.071.9725.β;ΕΠΙΣΚΕΥΗ ΚΑΙ ΣΥΝΤΗΡΗΣΗ ΚΤΙΡΙΩΝ  ΠΟΥ ΣΤΕΓΑΖΟΥΝ ΔΗΜΟΣΙΕΣ ΥΠΗΡΕΣΙΕΣ  Η΄ ΝΠΔΔΔ;200.000,00;-65.000,00;135.000,00;133.032,57;1.967,43;133.032,57;1.967,43;133.032,57;1.967,43;133.032,57;1.967,43;0,00;0,00;-133.032,57;135.000,00;133.032,57
02.06.071.9729;Επισκευή & συντήρηση κτιρίων και κάθε είδους εγκαταστάσεις σ' αυτά;0,00;43.000,00;43.000,00;39.770,00;3.230,00;39.770,00;3.230,00;39.770,00;3.230,00;39.770,00;3.230,00;0,00;0,00;-39.770,00;43.000,00;39.770,00
02.06.071.9729.β;Επισκευή και συντήρηση κτιρίων και κάθε είδους εγκαταστάσεων σ' αυτά;0,00;43.000,00;43.000,00;39.770,00;3.230,00;39.770,00;3.230,00;39.770,00;3.230,00;39.770,00;3.230,00;0,00;0,00;-39.770,00;43.000,00;39.770,00
02.06.071.9730;Ανέγερση κτιρίων & κάθε είδος εγκαταστάσεις σε αυτά;172.000,00;275.200,00;447.200,00;410.386,64;36.813,36;411.617,60;35.582,40;410.386,64;36.813,36;410.386,64;36.813,36;0,00;0,00;-411.617,60;447.200,00;410.386,64
02.06.071.9732;Ανέγερση διδακτιρίων βιβλιοθηκών μουσείων μνημείων & κάθε είδους εγκαταστάσεις σε αυτά;172.000,00;275.200,00;447.200,00;410.386,64;36.813,36;411.617,60;35.582,40;410.386,64;36.813,36;410.386,64;36.813,36;0,00;0,00;-411.617,60;447.200,00;410.386,64
02.06.071.9732.β;Ανέγερση διδακτιρίων βιβλιοθηκών μουσείων μνημείων & κάθε είδους εγκαταστάσεις σε αυτά;172.000,00;275.200,00;447.200,00;410.386,64;36.813,36;411.617,60;35.582,40;410.386,64;36.813,36;410.386,64;36.813,36;0,00;0,00;-411.617,60;447.200,00;410.386,64
02.06.071.9740;Προμήθεια μηχανικού και λοιπού κεφαλαιουχικού εξοπλισμού;79.000,00;-65.000,00;14.000,00;10.369,56;3.630,44;10.369,56;3.630,44;10.369,56;3.630,44;10.369,56;3.630,44;0,00;0,00;-10.369,56;14.000,00;10.369,56
02.06.071.9749;Προμήθεια μηχανικού και λοιπού κεφαλαιουχικού εξοπλισμού που δεν καταονομάζεται ειδικά;79.000,00;-65.000,00;14.000,00;10.369,56;3.630,44;10.369,56;3.630,44;10.369,56;3.630,44;10.369,56;3.630,44;0,00;0,00;-10.369,56;14.000,00;10.369,56
02.06.071.9749.β;Προμήθεια μηχανικού και λοιπού κεφαλαιουχικού εξοπλισμού που δεν καταονομάζεται ειδικά;79.000,00;-65.000,00;14.000,00;10.369,56;3.630,44;10.369,56;3.630,44;10.369,56;3.630,44;10.369,56;3.630,44;0,00;0,00;-10.369,56;14.000,00;10.369,56
02.06.071.9760;Μελέτες έρευνες πειραματικές εργασίες;292.900,00;-130.200,00;162.700,00;31.781,56;130.918,44;31.781,56;130.918,44;31.781,56;130.918,44;31.781,56;130.918,44;0,00;0,00;-31.781,56;162.700,00;31.781,56
02.06.071.9762;Μελέτες έρευνες για εκτέλεση έργων;292.900,00;-130.200,00;162.700,00;31.781,56;130.918,44;31.781,56;130.918,44;31.781,56;130.918,44;31.781,56;130.918,44;0,00;0,00;-31.781,56;162.700,00;31.781,56
02.06.071.9762.β;Μελέτες έρευνες για εκτέλεση έργων;242.900,00;-180.200,00;62.700,00;31.781,56;30.918,44;31.781,56;30.918,44;31.781,56;30.918,44;31.781,56;30.918,44;0,00;0,00;-31.781,56;62.700,00;31.781,56
02.06.071.9762.γ;Μελέτες έρευνες για εκτέλεση έργων;50.000,00;50.000,00;100.000,00;0,00;100.000,00;0,00;100.000,00;0,00;100.000,00;0,00;100.000,00;0,00;0,00;0,00;100.000,00;0,00
02.06.071.9770;Εκτέλεση έργων;1.118.100,87;-386.060,87;732.040,00;469.284,10;262.755,90;469.284,10;262.755,90;469.284,10;262.755,90;469.284,10;262.755,90;0,00;0,00;-469.284,10;732.040,00;469.284,10
