Κωδικός Λογαριασμού;Περιγραφή;Εγκεκριμένος;Αναμορφώσεις;Διαμορφωμένος (Δ.Π.);Δεσμευθέντα;Υπόλοιπο Δεσμευθέντων ως προς Δ.Π.;Τιμολογηθέντα;Υπόλοιπο Τιμολογηθέντων ως προς Δ.Π.;Ενταλθέντα;Υπόλοιπο Ενταλθέντων    ως προς Δ.Π.;Πληρωθέντα;Υπόλοιπο Πληρωθέντων    ως προς Δ.Π.;Υπόλοιπο (Ενταλθέντα - Πληρωθέντα);Διαθέσεις;Υπόλοιπο Τιμολογηθέντων ως προς Διαθέσεις;Υπόλοιπο Διαθέσεων ως προς Δ.Π.;Υπόλοιπο Διαθέσεων ως προς Δεσμεύσεις
02.06.724.9730;Ανέγερση κτιρίων υγειονομικών ιδρυμάτων & κοινωνικών γενικά υπηρεσιών & κάθε είδους εγκαταστάσεις σ' αυτά;0,00;5.000,00;5.000,00;1.758,42;3.241,58;1.758,42;3.241,58;1.758,42;3.241,58;1.758,42;3.241,58;0,00;0,00;-1.758,42;5.000,00;1.758,42
02.06.724.9732;Ανέγερση διδακτιρίων βιβλιοθηκών μουσείων μνημείων & κάθε είδους εγκαταστάσεις σε αυτά;0,00;5.000,00;5.000,00;1.758,42;3.241,58;1.758,42;3.241,58;1.758,42;3.241,58;1.758,42;3.241,58;0,00;0,00;-1.758,42;5.000,00;1.758,42
02.06.724.9732.α;Αποπληρωμή οφειλών έργων εκπαίδευσης (πρώην ΟΣΚ);0,00;5.000,00;5.000,00;1.758,42;3.241,58;1.758,42;3.241,58;1.758,42;3.241,58;1.758,42;3.241,58;0,00;0,00;-1.758,42;5.000,00;1.758,42
02.06.724.9740;Προμήθεια μηχανικού & λοιπού κεφαλαιουχικού εξοπλισμού που δεν κατονομάζεται ειδικά;30.000,00;-15.000,00;15.000,00;7.812,04;7.187,96;7.812,04;7.187,96;7.812,04;7.187,96;7.812,04;7.187,96;0,00;0,00;-7.812,04;15.000,00;7.812,04
02.06.724.9749;Προμήθεια μηχανικού & λοιπού κεφαλαιουχικού εξοπλισμού που δεν κατονομάζεται ειδικά;30.000,00;-15.000,00;15.000,00;7.812,04;7.187,96;7.812,04;7.187,96;7.812,04;7.187,96;7.812,04;7.187,96;0,00;0,00;-7.812,04;15.000,00;7.812,04
02.06.724.9749.α;Επισκευή-συντήρηση-αναβάθμιση δικτύων πληροφορικής,επικοινωνιών και Η/Υ της Π.Ε Σερρών;0,00;15.000,00;15.000,00;7.812,04;7.187,96;7.812,04;7.187,96;7.812,04;7.187,96;7.812,04;7.187,96;0,00;0,00;-7.812,04;15.000,00;7.812,04
02.06.724.9749.β;Επισκευή- συντήρηση-αναβάθμιση δικτύων πληροφορικής,επικοινωνιών και Η/Υ της Π.Ε Σερρών;30.000,00;-30.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.06.724.9760;Επιστημονικές μελέτες και έρευνες;91.300,00;-91.300,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.06.724.9762;Μελέτες και έρευνες για εκτέλεση έργων;91.300,00;-91.300,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.06.724.9762.α;Εκπόνηση οριστικής λιμενικής μελέτης κατασκευής λιμένος τουριστικών σκαφών στην Αμφίπολη και Μ.Π.Ε;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.06.724.9762.β;Γεωτεχνικές-Τοπογραφικές εργασίες-έργων Π.Ε Σερρών;90.000,00;-90.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.06.724.9762.γ;Σύνταξη μελετών ωρίμανσης έργων Π.Ε Σερρών;1.300,00;-1.300,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.06.724.9762.δ;Ολοκλήρωση μελετών Επαρχιακής οδού Λευκοτόπου Ευκαρπίας της Π.Ε Σερρών;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.06.724.9762.ε;Ολοκλήρωση μελετών Επαρχιακής οδού Λιθοτόπου Ηράκλειας Καμαρωτού της Π.Ε Σερρών;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.06.724.9762.στ;Εκπόνηση μελέτης παράκαμψης Σκουτάρεως στην επαρχιακή οδό Σερρών Νιγρίτας;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.06.724.9770;Εκτέλεση συγκοινωνιακών έργων;878.350,00;-681.400,00;196.950,00;121.300,55;75.649,45;121.300,55;75.649,45;121.300,55;75.649,45;121.300,55;75.649,45;0,00;0,00;-121.300,55;196.950,00;121.300,55
02.06.724.9771;Εκτέλεση συγκοινωνιακών έργων;100.000,00;-100.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.06.724.9771.α;Χάραξη δρόμου Πεπονιάς γέφυρας Στρυμόνα από κόμβο Βαμβακούσας;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.06.724.9771.β;Παράκαμψη Ανθής;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.06.724.9771.γ;Εκτέλεση συγκοινωνιακών έργων - Από ΚΑΠ για δαπάνες βελτίωσης, συντήρησης και αποκατάστασης οδικού δικτύου 10%;100.000,00;-100.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.06.724.9772;Εκτέλεση λιμενικών έργων;30.000,00;-30.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.06.724.9772.β;Εκτέλεση λιμενικών έργων;30.000,00;-30.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.06.724.9774;Εκτέλεση έργων αποστράγγισης;165.000,00;-163.050,00;1.950,00;0,00;1.950,00;0,00;1.950,00;0,00;1.950,00;0,00;1.950,00;0,00;0,00;0,00;1.950,00;0,00
02.06.724.9774.α;Αποπληρωμή έργου:''Καθαρισμός στραγγιστικής τάφρου του Δ.Δ Δάφνης και αποστραγγιστικού καναλιού Τ18;0,00;1.950,00;1.950,00;0,00;1.950,00;0,00;1.950,00;0,00;1.950,00;0,00;1.950,00;0,00;0,00;0,00;1.950,00;0,00
02.06.724.9774.β;Εκτέλεση έργων αποστράγγισης;125.000,00;-125.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.06.724.9774.γ;Εκτέλεση έργων αποστράγγισης;40.000,00;-40.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.06.724.9777;Εκτέλεση έργων αθλητισμού;100.000,00;-100.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.06.724.9777.β;Εκτέλεση έργων αθλητισμού;100.000,00;-100.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.06.724.9778;Εκτέλεση εξυγιαντικών έργων;3.350,00;-3.350,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.06.724.9778.β;Εκτέλεση εξυγιαντικών έργων;3.350,00;-3.350,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.06.724.9779;Εκτέλεση λοιπών έργων που δεν κατονομάζονται ειδικά;480.000,00;-285.000,00;195.000,00;121.300,55;73.699,45;121.300,55;73.699,45;121.300,55;73.699,45;121.300,55;73.699,45;0,00;0,00;-121.300,55;195.000,00;121.300,55
02.06.724.9779.α;Υδροδότηση και μετατόπιση δικτύου ΟΤΕ στο ΣΜΑ Νέας Ζίχνης;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.06.724.9779.β;Εκχιονισμός οδικού δικτύου Π.Ε Σερρών 2012;480.000,00;-430.000,00;50.000,00;0,00;50.000,00;0,00;50.000,00;0,00;50.000,00;0,00;50.000,00;0,00;0,00;0,00;50.000,00;0,00
02.06.724.9779.γ;Περίφραξη χερσαίας ζώνης λιμένος Αμφίπολης και άρση προσχώσεων στομίου διαύλου λιμανιού;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.06.724.9779.δ;Τουριστική προβολή Π.Ε Σερρών;0,00;10.000,00;10.000,00;0,00;10.000,00;0,00;10.000,00;0,00;10.000,00;0,00;10.000,00;0,00;0,00;0,00;10.000,00;0,00
02.06.724.9779.ε;Καταπολέμηση κουνουπιών και αντιμετώπιση των συνεπειών από τον ιό του δυτικού Νείλου;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.06.724.9779.ζ;Συμμετοχή της Π.Ε Σερρών σε συνιστάμενα ιδρύματα και λοιπά Ν.Π.Δ.Δ-Ν.Π.Ι.Δ μη κερδοσκοπικού χαρακτήρα;0,00;65.000,00;65.000,00;51.398,20;13.601,80;51.398,20;13.601,80;51.398,20;13.601,80;51.398,20;13.601,80;0,00;0,00;-51.398,20;65.000,00;51.398,20
02.06.724.9779.στ;Κάλυψη Πολιτιστικών εκδηλώσεων στην Π.Ε Σερρών;0,00;70.000,00;70.000,00;69.902,35;97,65;69.902,35;97,65;69.902,35;97,65;69.902,35;97,65;0,00;0,00;-69.902,35;70.000,00;69.902,35
02.06.724.9780;Συντήρηση συγκοινωνιακών έργων;2.620.280,00;-1.727.010,00;893.270,00;45.714,94;847.555,06;45.714,94;847.555,06;45.714,94;847.555,06;45.714,94;847.555,06;0,00;0,00;-45.714,94;893.270,00;45.714,94
02.06.724.9781;Συντήρηση συγκοινωνιακών έργων;2.376.000,00;-1.657.530,00;718.470,00;18.437,19;700.032,81;18.437,19;700.032,81;18.437,19;700.032,81;18.437,19;700.032,81;0,00;0,00;-18.437,19;718.470,00;18.437,19
02.06.724.9781.α;Βελτίωση προσβασιμότητας σε ορεινούς όγκους στην Π.Ε Σερρών;0,00;18.000,00;18.000,00;17.970,88;29,12;17.970,88;29,12;17.970,88;29,12;17.970,88;29,12;0,00;0,00;-17.970,88;18.000,00;17.970,88
02.06.724.9781.β;Συντήρηση Εθνικού Οδικού δικτύου Ν.Σερρών 2012;0,00;200.000,00;200.000,00;0,00;200.000,00;0,00;200.000,00;0,00;200.000,00;0,00;200.000,00;0,00;0,00;0,00;200.000,00;0,00
02.06.724.9781.γ;Αποπληρωμή έργου ''Βελτίωση γεωμετρικών χαρακτηριστικών εισόδου εξόδου Φλαμπούρου'';2.376.000,00;-2.375.530,00;470,00;466,31;3,69;466,31;3,69;466,31;3,69;466,31;3,69;0,00;0,00;-466,31;470,00;466,31
02.06.724.9781.δ;Βελτίωση βατότητας Ο.Α Σερρών-όρια Π.Ε Σερρών-Δράμας και Π.Ε Σερρών-Καβάλας;0,00;300.000,00;300.000,00;0,00;300.000,00;0,00;300.000,00;0,00;300.000,00;0,00;300.000,00;0,00;0,00;0,00;300.000,00;0,00
02.06.724.9781.ε;Συντήρηση Επ.Οδ.Δικτύου τέως επαρχίας Φυλλίδας της Π.Ε Σερρών 2012;0,00;200.000,00;200.000,00;0,00;200.000,00;0,00;200.000,00;0,00;200.000,00;0,00;200.000,00;0,00;0,00;0,00;200.000,00;0,00
02.06.724.9783;Συντήρηση έργων ύδρευσης και άρδευσης;100.000,00;-80.000,00;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;0,00;0,00;20.000,00;0,00
02.06.724.9783.α;Συντήρηση έργων ύδρευσης και άρδευσης- συντήρηση φραγμάτων Κερκίνης Συμβολής;0,00;20.000,00;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;0,00;0,00;20.000,00;0,00
02.06.724.9783.β;Συντήρηση έργων ύδρευσης και άρδευσης;100.000,00;-100.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.06.724.9784;Συντήρηση έργων αποστράγγισης;86.180,00;-85.580,00;600,00;596,75;3,25;596,75;3,25;596,75;3,25;596,75;3,25;0,00;0,00;-596,75;600,00;596,75
02.06.724.9784.α;Αποπληρωμή έργου ''Αποκατάσταση ζημιών από πλημμύρες στο Δ.Κορμίστας;0,00;600,00;600,00;596,75;3,25;596,75;3,25;596,75;3,25;596,75;3,25;0,00;0,00;-596,75;600,00;596,75
02.06.724.9784.β;Συντήρηση έργων αποστράγγισης;86.180,00;-86.180,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.06.724.9789;Συντήρηση λοιπών έργων που δεν κατονομάζονται ειδικά;58.100,00;96.100,00;154.200,00;26.681,00;127.519,00;26.681,00;127.519,00;26.681,00;127.519,00;26.681,00;127.519,00;0,00;0,00;-26.681,00;154.200,00;26.681,00
02.06.724.9789.α;Αντιμετώπιση εκτάκτων φαινομένων στο Νομό Σερρών;0,00;25.000,00;25.000,00;0,00;25.000,00;0,00;25.000,00;0,00;25.000,00;0,00;25.000,00;0,00;0,00;0,00;25.000,00;0,00
02.06.724.9789.β;Επισκευή-Συντήρηση ποτιστρών βοσκοτόπου Αγριανής;58.100,00;-28.100,00;30.000,00;0,00;30.000,00;0,00;30.000,00;0,00;30.000,00;0,00;30.000,00;0,00;0,00;0,00;30.000,00;0,00
02.06.724.9789.γ;Επισκευή-Συντήρηση ομβροδεξαμενής και ποτιστρών βοσκοτόπου Σκοπιάς;0,00;60.200,00;60.200,00;0,00;60.200,00;0,00;60.200,00;0,00;60.200,00;0,00;60.200,00;0,00;0,00;0,00;60.200,00;0,00
02.06.724.9789.δ;Ειδικό Αναπτυξιακό Πρόγραμμα νέου Δήμου Ροδολίβους ν.2130/93 ''Κατασκευή πισίνας'';0,00;39.000,00;39.000,00;26.681,00;12.319,00;26.681,00;12.319,00;26.681,00;12.319,00;26.681,00;12.319,00;0,00;0,00;-26.681,00;39.000,00;26.681,00
02.06.724.9800;Επενδύσεις εκτελούμενες απο τα έσοδα των ΝΠΔΔ;70.000,00;-64.500,00;5.500,00;4.763,00;737,00;4.763,00;737,00;4.763,00;737,00;4.763,00;737,00;0,00;0,00;-4.763,00;5.500,00;4.763,00
02.06.724.9810;Οδοιπορικά έξοδα όσων μετακινούνται στο εσωτερικό;0,00;5.500,00;5.500,00;4.763,00;737,00;4.763,00;737,00;4.763,00;737,00;4.763,00;737,00;0,00;0,00;-4.763,00;5.500,00;4.763,00
02.06.724.9817;Οδοιπορικά έξοδα όσων μετακινούνται στο εσωτερικό;0,00;5.500,00;5.500,00;4.763,00;737,00;4.763,00;737,00;4.763,00;737,00;4.763,00;737,00;0,00;0,00;-4.763,00;5.500,00;4.763,00
02.06.724.9817.α;Οδοιπορικά έξοδα όσων μετακινούνται στο εσωτερικό;0,00;5.500,00;5.500,00;4.763,00;737,00;4.763,00;737,00;4.763,00;737,00;4.763,00;737,00;0,00;0,00;-4.763,00;5.500,00;4.763,00
02.06.724.9890;Λοιπές δαπάνες;70.000,00;-70.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.06.724.9899;Λοιπές δαπάνες;70.000,00;-70.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.06.724.9899.γ;Λοιπές δαπάνες;70.000,00;-70.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.06.724.Α100;ΤΑΚΤΙΚΟ ΑΠΟΘΕΜΑΤΙΚΟ;0,00;13.106,95;13.106,95;0,00;13.106,95;0,00;13.106,95;0,00;13.106,95;0,00;13.106,95;0,00;0,00;0,00;13.106,95;0,00
02.06.724.Α110;ΤΑΚΤΙΚΟ ΑΠΟΘΕΜΑΤΙΚΟ;0,00;13.106,95;13.106,95;0,00;13.106,95;0,00;13.106,95;0,00;13.106,95;0,00;13.106,95;0,00;0,00;0,00;13.106,95;0,00
02.06.724.Α111;Τακτικό Αποθεματικό;0,00;13.106,95;13.106,95;0,00;13.106,95;0,00;13.106,95;0,00;13.106,95;0,00;13.106,95;0,00;0,00;0,00;13.106,95;0,00
02.07;ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΧΑΛΚΙΔΙΚΗ;7.998.909,06;9.091.396,25;17.090.305,31;8.159.464,62;8.930.840,69;8.156.134,85;8.934.170,46;8.150.473,45;8.939.831,86;8.152.173,45;8.938.131,86;-1.700,00;0,00;-8.156.134,85;17.090.305,31;8.159.464,62
02.07.071;ΥΠΗΡΕΣΙΕΣ ΠΡΟΓΡΑΜΜΑΤΙΣΜΟΥ - ΣΧΕΔΙΑΣΜΟΥ (Π.Δ.Ε.);1.514.500,00;2.648.843,50;4.163.343,50;1.694.007,53;2.469.335,97;1.694.007,52;2.469.335,98;1.694.007,52;2.469.335,98;1.694.007,52;2.469.335,98;0,00;0,00;-1.694.007,52;4.163.343,50;1.694.007,53
02.07.071.0000;Πληρωμές για υπηρεσίες;0,00;152.000,00;152.000,00;0,00;152.000,00;0,00;152.000,00;0,00;152.000,00;0,00;152.000,00;0,00;0,00;0,00;152.000,00;0,00
02.07.071.0800;Πληρωμές για μη προσωπικές υπηρεσίες;0,00;152.000,00;152.000,00;0,00;152.000,00;0,00;152.000,00;0,00;152.000,00;0,00;152.000,00;0,00;0,00;0,00;152.000,00;0,00
02.07.071.0890;Πάσης φύσεως δαπάνες σε εκτέλεση δικαστικών αποφάσεων ή συμβιβαστικών πράξεων;0,00;152.000,00;152.000,00;0,00;152.000,00;0,00;152.000,00;0,00;152.000,00;0,00;152.000,00;0,00;0,00;0,00;152.000,00;0,00
02.07.071.0892;Πάσης φύσεως δαπάνες σε εκτέλεση δικαστικών αποφάσεων ή συμβιβαστικών πράξεων (Λογ. 2223 05);0,00;152.000,00;152.000,00;0,00;152.000,00;0,00;152.000,00;0,00;152.000,00;0,00;152.000,00;0,00;0,00;0,00;152.000,00;0,00
02.07.071.8000;Πληρωμές για έργα του προγρ. Δημ. Επενδύσεων;0,00;12.716,29;12.716,29;0,00;12.716,29;0,00;12.716,29;0,00;12.716,29;0,00;12.716,29;0,00;0,00;0,00;12.716,29;0,00
02.07.071.8300;Πληρωμές για έργα χρηματοδοτούμενα από κοινοτικούς πόρους;0,00;12.716,29;12.716,29;0,00;12.716,29;0,00;12.716,29;0,00;12.716,29;0,00;12.716,29;0,00;0,00;0,00;12.716,29;0,00
02.07.071.8390;Λοιπές δαπάνες;0,00;12.716,29;12.716,29;0,00;12.716,29;0,00;12.716,29;0,00;12.716,29;0,00;12.716,29;0,00;0,00;0,00;12.716,29;0,00
02.07.071.8399;Διάφορες λοιπές δαπάνες (Λογ/σμός 2194 07);0,00;12.716,29;12.716,29;0,00;12.716,29;0,00;12.716,29;0,00;12.716,29;0,00;12.716,29;0,00;0,00;0,00;12.716,29;0,00
02.07.071.9000;Πληρωμές για επενδύσεις;1.514.500,00;2.484.127,21;3.998.627,21;1.694.007,53;2.304.619,68;1.694.007,52;2.304.619,69;1.694.007,52;2.304.619,69;1.694.007,52;2.304.619,69;0,00;0,00;-1.694.007,52;3.998.627,21;1.694.007,53
02.07.071.9400;Πληρωμές για επενδύσεις;0,00;3.912.431,43;3.912.431,43;1.655.501,59;2.256.929,84;1.655.501,58;2.256.929,85;1.655.501,58;2.256.929,85;1.655.501,58;2.256.929,85;0,00;0,00;-1.655.501,58;3.912.431,43;1.655.501,59
02.07.071.9450; Επενδύσεις για Γεωργία - Δάση - Αλιεία;0,00;3.491.146,62;3.491.146,62;1.511.878,76;1.979.267,86;1.511.878,75;1.979.267,87;1.511.878,75;1.979.267,87;1.511.878,75;1.979.267,87;0,00;0,00;-1.511.878,75;3.491.146,62;1.511.878,76
02.07.071.9451; Επενδύσεις για Γεωργία - Δάση - Αλιεία;0,00;214.000,00;214.000,00;0,00;214.000,00;0,00;214.000,00;0,00;214.000,00;0,00;214.000,00;0,00;0,00;0,00;214.000,00;0,00
02.07.071.9451.β;Επενδύσεις για Δάση - Αλιεία;0,00;214.000,00;214.000,00;0,00;214.000,00;0,00;214.000,00;0,00;214.000,00;0,00;214.000,00;0,00;0,00;0,00;214.000,00;0,00
02.07.071.9451.β.3;Επενδύσεις για Δάση - Αλιεία - ΣΑΝΑ 3;0,00;214.000,00;214.000,00;0,00;214.000,00;0,00;214.000,00;0,00;214.000,00;0,00;214.000,00;0,00;0,00;0,00;214.000,00;0,00
02.07.071.9451.β.3.5;ΛΙΜΕΝΙΣΚΟΣ ΜΙΚΡΩΝ ΣΚΑΦΩΝ ΣΥΚΙΑΣ -2013ΕΠ00800014;0,00;214.000,00;214.000,00;0,00;214.000,00;0,00;214.000,00;0,00;214.000,00;0,00;214.000,00;0,00;0,00;0,00;214.000,00;0,00
02.07.071.9453;Επενδύσεις για Συγκοινωνίες -Σιδηρόδρομοι;0,00;1.007.360,85;1.007.360,85;824.965,54;182.395,31;824.965,53;182.395,32;824.965,53;182.395,32;824.965,53;182.395,32;0,00;0,00;-824.965,53;1.007.360,85;824.965,54
02.07.071.9453.α;Επενδύσεις για Συγκοινωνίες;0,00;1.007.360,85;1.007.360,85;824.965,54;182.395,31;824.965,53;182.395,32;824.965,53;182.395,32;824.965,53;182.395,32;0,00;0,00;-824.965,53;1.007.360,85;824.965,54
02.07.071.9453.α.5;Συγκοινωνίες ΣΑΕΠ;0,00;1.007.360,85;1.007.360,85;824.965,54;182.395,31;824.965,53;182.395,32;824.965,53;182.395,32;824.965,53;182.395,32;0,00;0,00;-824.965,53;1.007.360,85;824.965,54
02.07.071.9453.α.5.2;ΣΑΕΠ:Συντήρηση Εθνικού οδικού δικτύου ΠΕ Χαλ/κής έτους 2012 (λογ. 1812600800035010);0,00;907.360,85;907.360,85;811.084,67;96.276,18;811.084,66;96.276,19;811.084,66;96.276,19;811.084,66;96.276,19;0,00;0,00;-811.084,66;907.360,85;811.084,67
02.07.071.9453.α.5.3;Αποχιονισμός εθνικού δικτύου ΠΕΧ;0,00;100.000,00;100.000,00;13.880,87;86.119,13;13.880,87;86.119,13;13.880,87;86.119,13;13.880,87;86.119,13;0,00;0,00;-13.880,87;100.000,00;13.880,87
02.07.071.9454;Τουρισμός - Μουσεία - Μνημεία - Εκπαίδευση;0,00;1.352.245,05;1.352.245,05;328.780,83;1.023.464,22;328.780,83;1.023.464,22;328.780,83;1.023.464,22;328.780,83;1.023.464,22;0,00;0,00;-328.780,83;1.352.245,05;328.780,83
02.07.071.9454.α;Επενδύσεις για Τουρισμό;0,00;382.000,00;382.000,00;147.000,00;235.000,00;147.000,00;235.000,00;147.000,00;235.000,00;147.000,00;235.000,00;0,00;0,00;-147.000,00;382.000,00;147.000,00
02.07.071.9454.α.4;Τουρισμός - ΣΑΕΠ;0,00;382.000,00;382.000,00;147.000,00;235.000,00;147.000,00;235.000,00;147.000,00;235.000,00;147.000,00;235.000,00;0,00;0,00;-147.000,00;382.000,00;147.000,00
02.07.071.9454.α.4.1;Καταφύγιο τουριστικών σκαφών στο Λιμένα Ουρανούπολης (Λογ/σμός 1808600800000014);0,00;382.000,00;382.000,00;147.000,00;235.000,00;147.000,00;235.000,00;147.000,00;235.000,00;147.000,00;235.000,00;0,00;0,00;-147.000,00;382.000,00;147.000,00
02.07.071.9454.β;Επενδύσεις για Εκπαίδευση;0,00;970.245,05;970.245,05;181.780,83;788.464,22;181.780,83;788.464,22;181.780,83;788.464,22;181.780,83;788.464,22;0,00;0,00;-181.780,83;970.245,05;181.780,83
02.07.071.9454.β.3;Επενδύσεις για Εκπαίδευση - ΣΑΝΑ 3;0,00;643.491,81;643.491,81;27.399,82;616.091,99;27.399,82;616.091,99;27.399,82;616.091,99;27.399,82;616.091,99;0,00;0,00;-27.399,82;643.491,81;27.399,82
02.07.071.9454.β.3.11;ΣΑΝΑ 8 Κατασκευή νέου σχολικού κτιρίου και αναβάθμιση του υφιστάμενου Δημ.σχολείου του Τ.Δ Πορταριάς του Δ.Μουδανιών (1810404880002016);0,00;581.491,81;581.491,81;0,00;581.491,81;0,00;581.491,81;0,00;581.491,81;0,00;581.491,81;0,00;0,00;0,00;581.491,81;0,00
02.07.071.9454.β.3.9;ΣΑΝΑ 8 12θέσιο Δημοτικό σχολείο στο Τ.Δ.Ν. Καλλικράτειας του Δ.Καλλικράτειας (Λογ/σμός 4880000013);0,00;62.000,00;62.000,00;27.399,82;34.600,18;27.399,82;34.600,18;27.399,82;34.600,18;27.399,82;34.600,18;0,00;0,00;-27.399,82;62.000,00;27.399,82
02.07.071.9454.β.4;Επενδύσεις για Εκπαίδευση - ΣΑΝΑ 8 (Πρόγραμμα Μακεδονίας-Θράκης);0,00;326.753,24;326.753,24;154.381,01;172.372,23;154.381,01;172.372,23;154.381,01;172.372,23;154.381,01;172.372,23;0,00;0,00;-154.381,01;326.753,24;154.381,01
02.07.071.9454.β.4.1;Προσθήκη κατ' επέκταση διώροφου κτιρίου στο Γυμνάσιο-Λύκειο Συκιάς και βελτιώσεις στο υφιστάμενο κτίριο (Λογ.1810404880007018);0,00;326.753,24;326.753,24;154.381,01;172.372,23;154.381,01;172.372,23;154.381,01;172.372,23;154.381,01;172.372,23;0,00;0,00;-154.381,01;326.753,24;154.381,01
02.07.071.9459;Διάφορα;0,00;917.540,72;917.540,72;358.132,39;559.408,33;358.132,39;559.408,33;358.132,39;559.408,33;358.132,39;559.408,33;0,00;0,00;-358.132,39;917.540,72;358.132,39
02.07.071.9459.α;Επενδύσεις για διάφορα έργα;0,00;917.540,72;917.540,72;358.132,39;559.408,33;358.132,39;559.408,33;358.132,39;559.408,33;358.132,39;559.408,33;0,00;0,00;-358.132,39;917.540,72;358.132,39
02.07.071.9459.α.4;Επενδύσεις για διάφορα έργα - Ε.Α.Π.;0,00;40.000,00;40.000,00;0,00;40.000,00;0,00;40.000,00;0,00;40.000,00;0,00;40.000,00;0,00;0,00;0,00;40.000,00;0,00
02.07.071.9459.α.4.4;Επισκευή κοινοτικού καταστήματος Καλάνδρας;0,00;40.000,00;40.000,00;0,00;40.000,00;0,00;40.000,00;0,00;40.000,00;0,00;40.000,00;0,00;0,00;0,00;40.000,00;0,00
02.07.071.9459.α.5;Έργα ΣΑΕΠ;0,00;877.540,72;877.540,72;358.132,39;519.408,33;358.132,39;519.408,33;358.132,39;519.408,33;358.132,39;519.408,33;0,00;0,00;-358.132,39;877.540,72;358.132,39
