Κωδικός Λογαριασμού;Περιγραφή;Εγκεκριμένος;Αναμορφώσεις;Διαμορφωμένος (Δ.Π.);Παραστατικά Εσόδων;Υπόλοιπο Παρ. Εσόδων ως προς Δ.Π.;Βεβαιωθέντα;Διαγραφές Παραγραφές;Τελικά Βεβαιωθέντα;Υπόλοιπο Βεβαιωθέντων    ως προς Δ.Π.;Εισπραχθέντα;Υπόλοιπο Εισπραχθέντων    ως προς Δ.Π.;Υπόλοιπο (Βεβαιωθέντα - Εισπραχθέντα);Διαθέσεις;Υπόλοιπο Τιμολογηθέντων ως προς Διαθέσεις;Υπόλοιπο Διαθέσεων ως προς Δ.Π.
06.07.151.3511.β;Τόκοι από καταθέσεις σε Τράπεζες (2063-95);0,00;0,00;0,00;1.749,38;-1.749,38;1.749,38;0,00;1.749,38;-1.749,38;1.749,38;-1.749,38;0,00;0,00;-1.749,38;0,00
06.07.151.3511.γ;Τόκοι από καταθέσεις σε Τράπεζες (2065-84).;0,00;0,00;0,00;7,45;-7,45;7,45;0,00;7,45;-7,45;7,45;-7,45;0,00;0,00;-7,45;0,00
06.07.151.3511.δ;Τόκοι από καταθέσεις σε Τράπεζες (2067-73).;0,00;0,00;0,00;89,86;-89,86;89,86;0,00;89,86;-89,86;89,86;-89,86;0,00;0,00;-89,86;0,00
06.07.151.5000;Λοιπά Εσοδα;0,00;0,00;0,00;10.371,14;-10.371,14;10.371,14;0,00;10.371,14;-10.371,14;10.371,14;-10.371,14;0,00;0,00;-10.371,14;0,00
06.07.151.5500;Επιστροφές Χρημάτων;0,00;0,00;0,00;10.371,14;-10.371,14;10.371,14;0,00;10.371,14;-10.371,14;10.371,14;-10.371,14;0,00;0,00;-10.371,14;0,00
06.07.151.5520;Λοιπές επιστροφές ποσών που καταβλήθηκαν χωρίς να οφείλονται;0,00;0,00;0,00;10.371,14;-10.371,14;10.371,14;0,00;10.371,14;-10.371,14;10.371,14;-10.371,14;0,00;0,00;-10.371,14;0,00
06.07.151.5529;Λοιπές επιστροφές ποσών που καταβλήθηκαν χωρίς να οφείλονται (2227 80);0,00;0,00;0,00;10.371,14;-10.371,14;10.371,14;0,00;10.371,14;-10.371,14;10.371,14;-10.371,14;0,00;0,00;-10.371,14;0,00
06.07.151.Τ100;Ταμειακά υπόλοιπα;70.000,00;0,00;70.000,00;0,00;70.000,00;0,00;0,00;0,00;70.000,00;0,00;70.000,00;0,00;0,00;0,00;70.000,00
06.07.151.Τ120;Ταμειακό υπόλοιπο για την κάλυψη υποχρεώσεων παρελθόντων ετών (ATEbank);70.000,00;0,00;70.000,00;0,00;70.000,00;0,00;0,00;0,00;70.000,00;0,00;70.000,00;0,00;0,00;0,00;70.000,00
06.07.151.Τ126;Ταμειακό υπόλοιπο παρελθόντων ετών (2227 80);70.000,00;0,00;70.000,00;0,00;70.000,00;0,00;0,00;0,00;70.000,00;0,00;70.000,00;0,00;0,00;0,00;70.000,00
06.07.191;ΥΠΗΡΕΣΙΕΣ ΠΡΩΤΟΒΑΘΜΙΑΣ ΕΚΠΑΙΔΕΥΣΗΣ;1.090.000,00;500.000,00;1.590.000,00;1.220.277,02;369.722,98;1.220.277,02;0,00;1.220.277,02;369.722,98;1.220.277,02;369.722,98;0,00;0,00;-1.220.277,02;1.590.000,00
06.07.191.1000;Έσοδα από ΚΑΠ;840.000,00;500.000,00;1.340.000,00;1.178.051,32;161.948,68;1.178.051,32;0,00;1.178.051,32;161.948,68;1.178.051,32;161.948,68;0,00;0,00;-1.178.051,32;1.340.000,00
06.07.191.1200;Έσοδα από ΚΑΠ;840.000,00;500.000,00;1.340.000,00;1.178.051,32;161.948,68;1.178.051,32;0,00;1.178.051,32;161.948,68;1.178.051,32;161.948,68;0,00;0,00;-1.178.051,32;1.340.000,00
06.07.191.1250;Έσοδα από ΚΑΠ;840.000,00;500.000,00;1.340.000,00;1.178.051,32;161.948,68;1.178.051,32;0,00;1.178.051,32;161.948,68;1.178.051,32;161.948,68;0,00;0,00;-1.178.051,32;1.340.000,00
06.07.191.1252;Έσοδα από ΚΑΠ;840.000,00;500.000,00;1.340.000,00;1.178.051,32;161.948,68;1.178.051,32;0,00;1.178.051,32;161.948,68;1.178.051,32;161.948,68;0,00;0,00;-1.178.051,32;1.340.000,00
06.07.191.1252.2;Έσοδα από ΚΑΠ για μεταφορά μαθητών;840.000,00;500.000,00;1.340.000,00;1.178.051,32;161.948,68;1.178.051,32;0,00;1.178.051,32;161.948,68;1.178.051,32;161.948,68;0,00;0,00;-1.178.051,32;1.340.000,00
06.07.191.3000;Έσοδα από την επιχειρηματική δραστηριότητα του Ν.Π.Δ.Δ;0,00;0,00;0,00;42.225,70;-42.225,70;42.225,70;0,00;42.225,70;-42.225,70;42.225,70;-42.225,70;0,00;0,00;-42.225,70;0,00
06.07.191.3500;Πρόσοδοι του Ν.Π.Δ.Δ από κεφάλαια, κινητές αξίες και λοιπές περιπτώσεις;0,00;0,00;0,00;42.225,70;-42.225,70;42.225,70;0,00;42.225,70;-42.225,70;42.225,70;-42.225,70;0,00;0,00;-42.225,70;0,00
06.07.191.3510;Τόκοι από καταθέσεις σε Τράπεζες.;0,00;0,00;0,00;42.225,70;-42.225,70;42.225,70;0,00;42.225,70;-42.225,70;42.225,70;-42.225,70;0,00;0,00;-42.225,70;0,00
06.07.191.3511;Τόκοι από καταθέσεις σε Τράπεζες.;0,00;0,00;0,00;42.225,70;-42.225,70;42.225,70;0,00;42.225,70;-42.225,70;42.225,70;-42.225,70;0,00;0,00;-42.225,70;0,00
06.07.191.3511.α;Τόκοι από καταθέσεις σε Τράπεζες (2088 04).;0,00;0,00;0,00;42.225,70;-42.225,70;42.225,70;0,00;42.225,70;-42.225,70;42.225,70;-42.225,70;0,00;0,00;-42.225,70;0,00
06.07.191.Τ100;ΤΑΜΕΙΑΚΟ ΥΠΟΛΟΙΠΟ;250.000,00;0,00;250.000,00;0,00;250.000,00;0,00;0,00;0,00;250.000,00;0,00;250.000,00;0,00;0,00;0,00;250.000,00
06.07.191.Τ120;Ταμειακό υπόλοιπο για την κάλυψη υποχρεώσεων παρελθόντων ετών (ATEbank);250.000,00;0,00;250.000,00;0,00;250.000,00;0,00;0,00;0,00;250.000,00;0,00;250.000,00;0,00;0,00;0,00;250.000,00
06.07.191.Τ121;Ταμειακό υπόλοιπο για την κάλυψη υποχρεώσεων παρελθόντων ετών (2224-48);250.000,00;0,00;250.000,00;0,00;250.000,00;0,00;0,00;0,00;250.000,00;0,00;250.000,00;0,00;0,00;0,00;250.000,00
06.07.192;ΥΠΗΡΕΣΙΕΣ ΔΕΥΤΕΡΟΒΑΘΜΙΑΣ ΕΚΠΑΙΔΕΥΣΗΣ;3.410.000,00;1.000.000,00;4.410.000,00;2.965.723,68;1.444.276,32;2.965.723,68;0,00;2.965.723,68;1.444.276,32;2.965.723,68;1.444.276,32;0,00;0,00;-2.965.723,68;4.410.000,00
06.07.192.1000;Έσοδα από ΚΑΠ;2.760.000,00;1.000.000,00;3.760.000,00;2.965.723,68;794.276,32;2.965.723,68;0,00;2.965.723,68;794.276,32;2.965.723,68;794.276,32;0,00;0,00;-2.965.723,68;3.760.000,00
06.07.192.1200;Έσοδα από ΚΑΠ;2.760.000,00;1.000.000,00;3.760.000,00;2.965.723,68;794.276,32;2.965.723,68;0,00;2.965.723,68;794.276,32;2.965.723,68;794.276,32;0,00;0,00;-2.965.723,68;3.760.000,00
06.07.192.1250;Έσοδα από ΚΑΠ;2.760.000,00;1.000.000,00;3.760.000,00;2.965.723,68;794.276,32;2.965.723,68;0,00;2.965.723,68;794.276,32;2.965.723,68;794.276,32;0,00;0,00;-2.965.723,68;3.760.000,00
06.07.192.1252;Έσοδα από ΚΑΠ;2.760.000,00;1.000.000,00;3.760.000,00;2.965.723,68;794.276,32;2.965.723,68;0,00;2.965.723,68;794.276,32;2.965.723,68;794.276,32;0,00;0,00;-2.965.723,68;3.760.000,00
06.07.192.1252.2;¨Εσοδα από ΚΑΠ για μεταφορά μαθητών;2.760.000,00;1.000.000,00;3.760.000,00;2.965.723,68;794.276,32;2.965.723,68;0,00;2.965.723,68;794.276,32;2.965.723,68;794.276,32;0,00;0,00;-2.965.723,68;3.760.000,00
06.07.192.Τ100;ΤΑΜΕΙΑΚΟ ΥΠΟΛΟΙΠΟ;650.000,00;0,00;650.000,00;0,00;650.000,00;0,00;0,00;0,00;650.000,00;0,00;650.000,00;0,00;0,00;0,00;650.000,00
06.07.192.Τ120;Ταμειακό υπόλοιπο για την κάλυψη υποχρεώσεων παρελθόντων ετών (ATEbank);650.000,00;0,00;650.000,00;0,00;650.000,00;0,00;0,00;0,00;650.000,00;0,00;650.000,00;0,00;0,00;0,00;650.000,00
06.07.192.Τ121;Ταμειακό υπόλοιπο για την κάλυψη υποχρεώσεων παρελθόντων ετών (2224-48);650.000,00;0,00;650.000,00;0,00;650.000,00;0,00;0,00;0,00;650.000,00;0,00;650.000,00;0,00;0,00;0,00;650.000,00
06.07.291;ΥΠΗΡΕΣΙΕΣ ΓΕΩΡΓΙΑΣ;385.227,00;124.145,04;509.372,04;173.741,23;335.630,81;173.741,23;0,00;173.741,23;335.630,81;173.741,23;335.630,81;0,00;0,00;-173.741,23;509.372,04
06.07.291.0000;Επιχορηγήσεις;3.900,00;17.333,00;21.233,00;6.410,00;14.823,00;6.410,00;0,00;6.410,00;14.823,00;6.410,00;14.823,00;0,00;0,00;-6.410,00;21.233,00
06.07.291.0100;Επιχορηγήσεις από τον τακτικό κρατικό προϋπολογισμό;1.000,00;9.200,00;10.200,00;0,00;10.200,00;0,00;0,00;0,00;10.200,00;0,00;10.200,00;0,00;0,00;0,00;10.200,00
06.07.291.0150;Επιχορήγηση  για λοιπές δαπάνες;1.000,00;9.200,00;10.200,00;0,00;10.200,00;0,00;0,00;0,00;10.200,00;0,00;10.200,00;0,00;0,00;0,00;10.200,00
06.07.291.0159;Επιχορήγηση  για λοιπές δαπάνες;1.000,00;9.200,00;10.200,00;0,00;10.200,00;0,00;0,00;0,00;10.200,00;0,00;10.200,00;0,00;0,00;0,00;10.200,00
06.07.291.0159.2;RICA (2072-93);0,00;5.500,00;5.500,00;0,00;5.500,00;0,00;0,00;0,00;5.500,00;0,00;5.500,00;0,00;0,00;0,00;5.500,00
06.07.291.0159.4;Επιχορηγήσεις για το πρόγραμμα γεωργικών στατιστικών (2072-93);1.000,00;0,00;1.000,00;0,00;1.000,00;0,00;0,00;0,00;1.000,00;0,00;1.000,00;0,00;0,00;0,00;1.000,00
06.07.291.0159.5;Επιχορηγήσεις από πρόγραμμα μελισσοκομίας (2072-93);0,00;3.700,00;3.700,00;0,00;3.700,00;0,00;0,00;0,00;3.700,00;0,00;3.700,00;0,00;0,00;0,00;3.700,00
06.07.291.0200;Επιχορηγήσεις και εισφορές από Ν.Π.Δ.Δ., Ν.Π.Ι.Δ., Οργανισμούς, Ιδρύματα & Ειδικούς Λογαριασμούς Εσωτερικού;2.900,00;8.133,00;11.033,00;6.410,00;4.623,00;6.410,00;0,00;6.410,00;4.623,00;6.410,00;4.623,00;0,00;0,00;-6.410,00;11.033,00
06.07.291.0210;Επιχορηγήσεις από Ν.Π.Δ.Δ , Οργανισμούς ή Ειδικούς Λογαριασμούς;2.900,00;8.133,00;11.033,00;6.410,00;4.623,00;6.410,00;0,00;6.410,00;4.623,00;6.410,00;4.623,00;0,00;0,00;-6.410,00;11.033,00
06.07.291.0211;Επιχορηγήσεις από Ν.Π.Δ.Δ , Οργανισμούς ή Ειδικούς Λογαριασμούς;2.900,00;8.133,00;11.033,00;6.410,00;4.623,00;6.410,00;0,00;6.410,00;4.623,00;6.410,00;4.623,00;0,00;0,00;-6.410,00;11.033,00
06.07.291.0211.1;Επιχορήγηση ΚΤΓΚΔ για γεωργοκτηνοτροφικά (2072 93);0,00;2.410,00;2.410,00;2.410,00;0,00;2.410,00;0,00;2.410,00;0,00;2.410,00;0,00;0,00;0,00;-2.410,00;2.410,00
06.07.291.0211.4;Επιχορήγηση ΚΤΓΚΔ για φυτοπαθολογία (2072 93);2.900,00;1.723,00;4.623,00;0,00;4.623,00;0,00;0,00;0,00;4.623,00;0,00;4.623,00;0,00;0,00;0,00;4.623,00
06.07.291.0211.5;Επιχορήγηση για βιοκαλλιέργεια (γεωργοπεριβαλλοντικές ενισχύσεις) -(2072-93);0,00;4.000,00;4.000,00;4.000,00;0,00;4.000,00;0,00;4.000,00;0,00;4.000,00;0,00;0,00;0,00;-4.000,00;4.000,00
06.07.291.1000;Έσοδα ΚΑΠ για λειτουργικές δαπάνες;381.327,00;0,00;381.327,00;163.581,96;217.745,04;163.581,96;0,00;163.581,96;217.745,04;163.581,96;217.745,04;0,00;0,00;-163.581,96;381.327,00
06.07.291.1200;Έσοδα ΚΑΠ για λειτουργικές δαπάνες;381.327,00;0,00;381.327,00;163.581,96;217.745,04;163.581,96;0,00;163.581,96;217.745,04;163.581,96;217.745,04;0,00;0,00;-163.581,96;381.327,00
06.07.291.1250;Έσοδα ΚΑΠ για λειτουργικές δαπάνες;381.327,00;0,00;381.327,00;163.581,96;217.745,04;163.581,96;0,00;163.581,96;217.745,04;163.581,96;217.745,04;0,00;0,00;-163.581,96;381.327,00
06.07.291.1252;Έσοδα ΚΑΠ για λειτουργικές δαπάνες;381.327,00;0,00;381.327,00;163.581,96;217.745,04;163.581,96;0,00;163.581,96;217.745,04;163.581,96;217.745,04;0,00;0,00;-163.581,96;381.327,00
06.07.291.1252.1;Έσοδα από ΚΑΠ  για λειτουργικές ανάγκες ΔΑΚΟΚΤΟΝΙΑΣ  (Λογ. 2083 80);381.327,00;0,00;381.327,00;163.581,96;217.745,04;163.581,96;0,00;163.581,96;217.745,04;163.581,96;217.745,04;0,00;0,00;-163.581,96;381.327,00
06.07.291.3000;Έσοδα από την επιχειρηματική δραστηριότητα του Ν.Π.Δ.Δ;0,00;0,00;0,00;3.195,62;-3.195,62;3.195,62;0,00;3.195,62;-3.195,62;3.195,62;-3.195,62;0,00;0,00;-3.195,62;0,00
06.07.291.3500;Πρόσοδοι του Ν.Π.Δ.Δ από κεφάλαια, κινητές αξίες και λοιπές περιπτώσεις;0,00;0,00;0,00;3.195,62;-3.195,62;3.195,62;0,00;3.195,62;-3.195,62;3.195,62;-3.195,62;0,00;0,00;-3.195,62;0,00
06.07.291.3510;Τόκοι από καταθέσεις σε Τράπεζες.;0,00;0,00;0,00;3.195,62;-3.195,62;3.195,62;0,00;3.195,62;-3.195,62;3.195,62;-3.195,62;0,00;0,00;-3.195,62;0,00
06.07.291.3511;Τόκοι από καταθέσεις σε Τράπεζες.;0,00;0,00;0,00;3.195,62;-3.195,62;3.195,62;0,00;3.195,62;-3.195,62;3.195,62;-3.195,62;0,00;0,00;-3.195,62;0,00
06.07.291.3511.α;Τόκοι από καταθέσεις σε τράπεζες (2072-93).;0,00;0,00;0,00;1.067,05;-1.067,05;1.067,05;0,00;1.067,05;-1.067,05;1.067,05;-1.067,05;0,00;0,00;-1.067,05;0,00
06.07.291.3511.β;Τόκοι από καταθέσεις σε Τράπεζες (2083-80).;0,00;0,00;0,00;2.128,57;-2.128,57;2.128,57;0,00;2.128,57;-2.128,57;2.128,57;-2.128,57;0,00;0,00;-2.128,57;0,00
06.07.291.5000;Λοιπά Εσοδα;0,00;0,00;0,00;553,65;-553,65;553,65;0,00;553,65;-553,65;553,65;-553,65;0,00;0,00;-553,65;0,00
06.07.291.5500;Επιστροφές Χρημάτων;0,00;0,00;0,00;553,65;-553,65;553,65;0,00;553,65;-553,65;553,65;-553,65;0,00;0,00;-553,65;0,00
06.07.291.5510;Επιστροφή χρημάτων για τακτοποίηση χρηματικών ενταλμάτων προπληρωμής;0,00;0,00;0,00;553,65;-553,65;553,65;0,00;553,65;-553,65;553,65;-553,65;0,00;0,00;-553,65;0,00
06.07.291.5511;Επιστροφή χρημάτων για τακτοποίηση χρηματικών ενταλμάτων προπληρωμής;0,00;0,00;0,00;553,65;-553,65;553,65;0,00;553,65;-553,65;553,65;-553,65;0,00;0,00;-553,65;0,00
06.07.291.Τ100;Ταμειακά υπόλοιπα;0,00;106.812,04;106.812,04;0,00;106.812,04;0,00;0,00;0,00;106.812,04;0,00;106.812,04;0,00;0,00;0,00;106.812,04
06.07.291.Τ120;Ταμειακό υπόλοιπο για την κάλυψη υποχρεώσεων παρελθόντων ετών (ATEbank);0,00;106.812,04;106.812,04;0,00;106.812,04;0,00;0,00;0,00;106.812,04;0,00;106.812,04;0,00;0,00;0,00;106.812,04
06.07.291.Τ121;Ταμειακό υπόλοιπο για την κάλυψη υποχρεώσεων παρελθόντων ετών (2072-93);0,00;21.300,00;21.300,00;0,00;21.300,00;0,00;0,00;0,00;21.300,00;0,00;21.300,00;0,00;0,00;0,00;21.300,00
06.07.291.Τ122;Ταμειακό υπόλοιπο για την κάλυψη υποχρεώσεων παρελθόντων ετών (2083-80);0,00;85.512,04;85.512,04;0,00;85.512,04;0,00;0,00;0,00;85.512,04;0,00;85.512,04;0,00;0,00;0,00;85.512,04
06.07.292;ΥΠΗΡΕΣΙΕΣ ΚΤΗΝΟΤΡΟΦΙΑΣ;13.700,00;124.134,79;137.834,79;41.994,00;95.840,79;41.994,00;0,00;41.994,00;95.840,79;41.994,00;95.840,79;0,00;0,00;-41.994,00;137.834,79
06.07.292.0000;Επιχορηγήσεις;9.500,00;72.688,00;82.188,00;41.994,00;40.194,00;41.994,00;0,00;41.994,00;40.194,00;41.994,00;40.194,00;0,00;0,00;-41.994,00;82.188,00
06.07.292.0100;Επιχορήγηση από τον τακτικό κρατικό προϋπολογισμό;9.500,00;25.600,00;35.100,00;25.600,00;9.500,00;25.600,00;0,00;25.600,00;9.500,00;25.600,00;9.500,00;0,00;0,00;-25.600,00;35.100,00
06.07.292.0150;Επιχορήγηση  για λοιπές δαπάνες;9.500,00;25.600,00;35.100,00;25.600,00;9.500,00;25.600,00;0,00;25.600,00;9.500,00;25.600,00;9.500,00;0,00;0,00;-25.600,00;35.100,00
06.07.292.0159;Εσοδα απο επιχορηγήσεις τακτικού προυπολογισμού;9.500,00;25.600,00;35.100,00;25.600,00;9.500,00;25.600,00;0,00;25.600,00;9.500,00;25.600,00;9.500,00;0,00;0,00;-25.600,00;35.100,00
06.07.292.0159.α.;Εσοδα απο επιχορηγήσεις τακτικού προυπολογισμού (2072 93);9.500,00;0,00;9.500,00;0,00;9.500,00;0,00;0,00;0,00;9.500,00;0,00;9.500,00;0,00;0,00;0,00;9.500,00
06.07.292.0159.ε;Επιχορηγήσεις για δαπάνες μισθοδοσίας εποχιακού προσωπικού (Λογ. 2222 59);0,00;25.600,00;25.600,00;25.600,00;0,00;25.600,00;0,00;25.600,00;0,00;25.600,00;0,00;0,00;0,00;-25.600,00;25.600,00
06.07.292.0200;Επιχορηγήσεις και εισφορές από Ν.Π.Δ.Δ, Ν.Π.Ι.Δ., Οργανισμούς, Ιδρύματα και Ειδικούς Λογαριασμούς Εσωτερικού;0,00;47.088,00;47.088,00;16.394,00;30.694,00;16.394,00;0,00;16.394,00;30.694,00;16.394,00;30.694,00;0,00;0,00;-16.394,00;47.088,00
06.07.292.0210;Επιχορηγήσεις από Ν.Π.Δ.Δ., Οργανισμούς ή Ειδικούς Λογαριασμούς;0,00;47.088,00;47.088,00;16.394,00;30.694,00;16.394,00;0,00;16.394,00;30.694,00;16.394,00;30.694,00;0,00;0,00;-16.394,00;47.088,00
06.07.292.0211;Επιχορηγήσεις από Ν.Π.Δ.Δ., Οργανισμούς ή Ειδικούς Λογαριασμούς;0,00;47.088,00;47.088,00;16.394,00;30.694,00;16.394,00;0,00;16.394,00;30.694,00;16.394,00;30.694,00;0,00;0,00;-16.394,00;47.088,00
06.07.292.0211.2;Επιχορήγηση για δαπάνες εξυγίανσης ζωϊκού κεφαλαίου, βρουκέλωσης, μελιταίου κλπ (Λογ/σμός 2072 93);0,00;47.088,00;47.088,00;16.394,00;30.694,00;16.394,00;0,00;16.394,00;30.694,00;16.394,00;30.694,00;0,00;0,00;-16.394,00;47.088,00
06.07.292.1000;Έσοδα ΚΑΠ για λειτουργικές δαπάνες;4.200,00;3.500,00;7.700,00;0,00;7.700,00;0,00;0,00;0,00;7.700,00;0,00;7.700,00;0,00;0,00;0,00;7.700,00
06.07.292.1200;Έσοδα ΚΑΠ για λειτουργικές δαπάνες;4.200,00;3.500,00;7.700,00;0,00;7.700,00;0,00;0,00;0,00;7.700,00;0,00;7.700,00;0,00;0,00;0,00;7.700,00
06.07.292.1250;Έσοδα ΚΑΠ για λειτουργικές δαπάνες;4.200,00;3.500,00;7.700,00;0,00;7.700,00;0,00;0,00;0,00;7.700,00;0,00;7.700,00;0,00;0,00;0,00;7.700,00
06.07.292.1252;Έσοδα ΚΑΠ για λειτουργικές δαπάνες;4.200,00;3.500,00;7.700,00;0,00;7.700,00;0,00;0,00;0,00;7.700,00;0,00;7.700,00;0,00;0,00;0,00;7.700,00
06.07.292.1252.α;Έσοδα από Κ.Α.Π. για λειτουργικές και  δαπάνες μισθοδόσιας;4.200,00;3.500,00;7.700,00;0,00;7.700,00;0,00;0,00;0,00;7.700,00;0,00;7.700,00;0,00;0,00;0,00;7.700,00
06.07.292.Τ100;Ταμειακά υπόλοιπα;0,00;47.946,79;47.946,79;0,00;47.946,79;0,00;0,00;0,00;47.946,79;0,00;47.946,79;0,00;0,00;0,00;47.946,79
06.07.292.Τ120;Ταμειακό υπόλοιπο για την κάλυψη υποχρεώσεων παρελθόντων ετών (ATEbank);0,00;47.946,79;47.946,79;0,00;47.946,79;0,00;0,00;0,00;47.946,79;0,00;47.946,79;0,00;0,00;0,00;47.946,79
06.07.292.Τ121;Ταμειακό υπόλοιπο για την κάλυψη υποχρεώσεων παρελθόντων ετών (2072-93);0,00;47.946,79;47.946,79;0,00;47.946,79;0,00;0,00;0,00;47.946,79;0,00;47.946,79;0,00;0,00;0,00;47.946,79
06.07.293;ΥΠΗΡΕΣΙΕΣ ΑΛΙΕΙΑΣ;0,00;3.790,00;3.790,00;4,90;3.785,10;4,90;0,00;4,90;3.785,10;4,90;3.785,10;0,00;0,00;-4,90;3.790,00
06.07.293.3000;Έσοδα από την επιχειρηματική δραστηριότητα του Ν.Π.Δ.Δ;0,00;0,00;0,00;4,90;-4,90;4,90;0,00;4,90;-4,90;4,90;-4,90;0,00;0,00;-4,90;0,00
06.07.293.3500;Πρόσοδοι του Ν.Π.Δ.Δ από κεφάλαια, κινητές αξίες και λοιπές περιπτώσεις;0,00;0,00;0,00;4,90;-4,90;4,90;0,00;4,90;-4,90;4,90;-4,90;0,00;0,00;-4,90;0,00
06.07.293.3510;Τόκοι από καταθέσεις σε Τράπεζες;0,00;0,00;0,00;4,90;-4,90;4,90;0,00;4,90;-4,90;4,90;-4,90;0,00;0,00;-4,90;0,00
06.07.293.3511;Τόκοι από καταθέσεις σε Τράπεζες (2071-50).;0,00;0,00;0,00;4,90;-4,90;4,90;0,00;4,90;-4,90;4,90;-4,90;0,00;0,00;-4,90;0,00
06.07.293.Τ100;Ταμειακά υπόλοιπα;0,00;3.790,00;3.790,00;0,00;3.790,00;0,00;0,00;0,00;3.790,00;0,00;3.790,00;0,00;0,00;0,00;3.790,00
06.07.293.Τ120;Ταμειακό υπόλοιπο για την κάλυψη υποχρεώσεων παρελθόντων ετών (ATEbank);0,00;3.790,00;3.790,00;0,00;3.790,00;0,00;0,00;0,00;3.790,00;0,00;3.790,00;0,00;0,00;0,00;3.790,00
06.07.293.Τ121;Ταμειακό υπόλοιπο για την κάλυψη υποχρεώσεων παρελθόντων ετών (2071-50);0,00;3.790,00;3.790,00;0,00;3.790,00;0,00;0,00;0,00;3.790,00;0,00;3.790,00;0,00;0,00;0,00;3.790,00
06.07.294;ΥΠΗΡΕΣΙΕΣ ΕΓΓΕΙΩΝ ΒΕΛΤΙΩΣΕΩΝ;2.160,00;7.169,00;9.329,00;1.302,63;8.026,37;1.302,63;0,00;1.302,63;8.026,37;1.302,63;8.026,37;0,00;0,00;-1.302,63;9.329,00
06.07.294.0000;Επιχορηγήσεις;2.160,00;3.169,00;5.329,00;1.269,00;4.060,00;1.269,00;0,00;1.269,00;4.060,00;1.269,00;4.060,00;0,00;0,00;-1.269,00;5.329,00
06.07.294.0100;Επιχορήγησεις από τον τακτικό κρατικό προϋπολογισμό;2.160,00;3.169,00;5.329,00;1.269,00;4.060,00;1.269,00;0,00;1.269,00;4.060,00;1.269,00;4.060,00;0,00;0,00;-1.269,00;5.329,00
06.07.294.0150;Επιχορήγηση  για λοιπές δαπάνες;0,00;1.900,00;1.900,00;0,00;1.900,00;0,00;0,00;0,00;1.900,00;0,00;1.900,00;0,00;0,00;0,00;1.900,00
06.07.294.0159;Επιχορήγηση  για λοιπές δαπάνες;0,00;1.900,00;1.900,00;0,00;1.900,00;0,00;0,00;0,00;1.900,00;0,00;1.900,00;0,00;0,00;0,00;1.900,00
06.07.294.0200;Επιχορηγήσεις και εισφορές από Ν.Π.Δ.Δ., Ν.Π.Ι.Δ., Οργανισμούς, Ιδρύματα και Ειδικούς Λογαριασμούς Εσωτερικού;2.160,00;1.269,00;3.429,00;1.269,00;2.160,00;1.269,00;0,00;1.269,00;2.160,00;1.269,00;2.160,00;0,00;0,00;-1.269,00;3.429,00
06.07.294.0210;Επιχορηγήσεις από Ν.Π.Δ.Δ,, Οργανισμούς ή Ειδικούς Λογαριασμούς;2.160,00;1.269,00;3.429,00;1.269,00;2.160,00;1.269,00;0,00;1.269,00;2.160,00;1.269,00;2.160,00;0,00;0,00;-1.269,00;3.429,00
06.07.294.0211;Επιχορηγήσεις από Ν.Π.Δ.Δ,, Οργανισμούς ή Ειδικούς Λογαριασμούς;2.160,00;1.269,00;3.429,00;1.269,00;2.160,00;1.269,00;0,00;1.269,00;2.160,00;1.269,00;2.160,00;0,00;0,00;-1.269,00;3.429,00
06.07.294.3000;Έσοδα από την επιχειρηματική δραστηριότητα του Ν.Π.Δ.Δ;0,00;0,00;0,00;33,63;-33,63;33,63;0,00;33,63;-33,63;33,63;-33,63;0,00;0,00;-33,63;0,00
06.07.294.3500;Πρόσοδοι του Ν.Π.Δ.Δ από κεφάλαια, κινητές αξίες και λοιπές περιπτώσεις;0,00;0,00;0,00;33,63;-33,63;33,63;0,00;33,63;-33,63;33,63;-33,63;0,00;0,00;-33,63;0,00
06.07.294.3510;Τόκοι από καταθέσεις σε Τράπεζες.;0,00;0,00;0,00;33,63;-33,63;33,63;0,00;33,63;-33,63;33,63;-33,63;0,00;0,00;-33,63;0,00
06.07.294.3511;Τόκοι από καταθέσεις σε Τράπεζες.;0,00;0,00;0,00;33,63;-33,63;33,63;0,00;33,63;-33,63;33,63;-33,63;0,00;0,00;-33,63;0,00
06.07.294.3511.α;Τόκοι από καταθέσεις σε Τράπεζες (2070-07);0,00;0,00;0,00;33,63;-33,63;33,63;0,00;33,63;-33,63;33,63;-33,63;0,00;0,00;-33,63;0,00
06.07.294.Τ100;Ταμειακά υπόλοιπα;0,00;4.000,00;4.000,00;0,00;4.000,00;0,00;0,00;0,00;4.000,00;0,00;4.000,00;0,00;0,00;0,00;4.000,00
06.07.294.Τ120;Ταμειακό υπόλοιπο για την κάλυψη υποχρεώσεων παρελθόντων ετών (ATEbank);0,00;4.000,00;4.000,00;0,00;4.000,00;0,00;0,00;0,00;4.000,00;0,00;4.000,00;0,00;0,00;0,00;4.000,00
06.07.294.Τ121;Ταμειακό υπόλοιπο για την κάλυψη υποχρεώσεων παρελθόντων ετών (2070-07);0,00;4.000,00;4.000,00;0,00;4.000,00;0,00;0,00;0,00;4.000,00;0,00;4.000,00;0,00;0,00;0,00;4.000,00
