Κωδικός Λογαριασμού;Περιγραφή;Εγκεκριμένος;Αναμορφώσεις;Διαμορφωμένος (Δ.Π.);Δεσμευθέντα;Υπόλοιπο Δεσμευθέντων ως προς Δ.Π.;Τιμολογηθέντα;Υπόλοιπο Τιμολογηθέντων ως προς Δ.Π.;Ενταλθέντα;Υπόλοιπο Ενταλθέντων    ως προς Δ.Π.;Πληρωθέντα;Υπόλοιπο Πληρωθέντων    ως προς Δ.Π.;Υπόλοιπο (Ενταλθέντα - Πληρωθέντα);Διαθέσεις;Υπόλοιπο Τιμολογηθέντων ως προς Διαθέσεις;Υπόλοιπο Διαθέσεων ως προς Δ.Π.;Υπόλοιπο Διαθέσεων ως προς Δεσμεύσεις
02.06.721.1511;Προμήθεια καυσίμων και λιπαντικών;70.000,00;0,00;70.000,00;46.631,50;23.368,50;45.402,82;24.597,18;46.631,50;23.368,50;46.631,50;23.368,50;0,00;0,00;-45.402,82;70.000,00;46.631,50
02.06.721.1511.α;Προμήθεια καυσίμων και λιπαντικών;70.000,00;0,00;70.000,00;46.631,50;23.368,50;45.402,82;24.597,18;46.631,50;23.368,50;46.631,50;23.368,50;0,00;0,00;-45.402,82;70.000,00;46.631,50
02.06.721.1512;Καύσιμα θέρμανσης κλπ και δαπάνες κοινοχρήστων;190.000,00;-6.000,00;184.000,00;146.025,08;37.974,92;146.025,08;37.974,92;146.025,08;37.974,92;146.025,08;37.974,92;0,00;0,00;-146.025,08;184.000,00;146.025,08
02.06.721.1512.α;Καύσιμα θέρμανσης κλπ και δαπάνες κοινοχρήστων;190.000,00;-6.000,00;184.000,00;146.025,08;37.974,92;146.025,08;37.974,92;146.025,08;37.974,92;146.025,08;37.974,92;0,00;0,00;-146.025,08;184.000,00;146.025,08
02.06.721.1600;Διάφορες Προμήθειες;60.000,00;-24.000,00;36.000,00;12.033,66;23.966,34;12.033,66;23.966,34;12.033,66;23.966,34;12.033,66;23.966,34;0,00;0,00;-12.033,66;36.000,00;12.033,66
02.06.721.1690;Λοιπές προμήθειες;60.000,00;-24.000,00;36.000,00;12.033,66;23.966,34;12.033,66;23.966,34;12.033,66;23.966,34;12.033,66;23.966,34;0,00;0,00;-12.033,66;36.000,00;12.033,66
02.06.721.1699;Λοιπές προμήθειες;60.000,00;-24.000,00;36.000,00;12.033,66;23.966,34;12.033,66;23.966,34;12.033,66;23.966,34;12.033,66;23.966,34;0,00;0,00;-12.033,66;36.000,00;12.033,66
02.06.721.1699.α;Λοιπές προμήθειες;60.000,00;-24.000,00;36.000,00;12.033,66;23.966,34;12.033,66;23.966,34;12.033,66;23.966,34;12.033,66;23.966,34;0,00;0,00;-12.033,66;36.000,00;12.033,66
02.06.721.1700;Προμήθεια κεφαλαιακού εξοπλισμού;134.000,00;-56.000,00;78.000,00;18.975,80;59.024,20;18.975,80;59.024,20;18.975,80;59.024,20;18.975,80;59.024,20;0,00;0,00;-18.975,80;78.000,00;18.975,80
02.06.721.1710;Προμήθεια επίπλων;59.000,00;-14.000,00;45.000,00;4.499,24;40.500,76;4.499,24;40.500,76;4.499,24;40.500,76;4.499,24;40.500,76;0,00;0,00;-4.499,24;45.000,00;4.499,24
02.06.721.1711;Προμήθεια επίπλων;18.000,00;-8.000,00;10.000,00;1.476,00;8.524,00;1.476,00;8.524,00;1.476,00;8.524,00;1.476,00;8.524,00;0,00;0,00;-1.476,00;10.000,00;1.476,00
02.06.721.1711.α;Προμήθεια επίπλων;18.000,00;-8.000,00;10.000,00;1.476,00;8.524,00;1.476,00;8.524,00;1.476,00;8.524,00;1.476,00;8.524,00;0,00;0,00;-1.476,00;10.000,00;1.476,00
02.06.721.1712;Προμήθεια συσκευών θέρμανσης και κλιματισμού;20.000,00;-6.000,00;14.000,00;2.100,00;11.900,00;2.100,00;11.900,00;2.100,00;11.900,00;2.100,00;11.900,00;0,00;0,00;-2.100,00;14.000,00;2.100,00
02.06.721.1712.α;Προμήθεια συσκευών θέρμανσης και κλιματισμού;20.000,00;-6.000,00;14.000,00;2.100,00;11.900,00;2.100,00;11.900,00;2.100,00;11.900,00;2.100,00;11.900,00;0,00;0,00;-2.100,00;14.000,00;2.100,00
02.06.721.1713;Προμήθεια γραφομηχανών, μηχανημάτων φωτοαντιγραφής κλπ μηχανών γραφείου;21.000,00;0,00;21.000,00;923,24;20.076,76;923,24;20.076,76;923,24;20.076,76;923,24;20.076,76;0,00;0,00;-923,24;21.000,00;923,24
02.06.721.1713.α;Προμήθεια γραφομηχανών, μηχανημάτων φωτοαντιγραφής κλπ μηχανών γραφείου;21.000,00;0,00;21.000,00;923,24;20.076,76;923,24;20.076,76;923,24;20.076,76;923,24;20.076,76;0,00;0,00;-923,24;21.000,00;923,24
02.06.721.1720;Προμήθεια ηλεκτρονικών υπολογιστών προγραμμάτων και λοιπών υλικών;55.000,00;-22.000,00;33.000,00;14.476,56;18.523,44;14.476,56;18.523,44;14.476,56;18.523,44;14.476,56;18.523,44;0,00;0,00;-14.476,56;33.000,00;14.476,56
02.06.721.1723;Προμήθεια ηλεκτρονικών υπολογιστών προγραμμάτων και λοιπών υλικών;38.000,00;-22.000,00;16.000,00;9.493,66;6.506,34;9.493,66;6.506,34;9.493,66;6.506,34;9.493,66;6.506,34;0,00;0,00;-9.493,66;16.000,00;9.493,66
02.06.721.1723.α;Προμήθεια ηλεκτρονικών υπολογιστών προγραμμάτων και λοιπών υλικών;38.000,00;-22.000,00;16.000,00;9.493,66;6.506,34;9.493,66;6.506,34;9.493,66;6.506,34;9.493,66;6.506,34;0,00;0,00;-9.493,66;16.000,00;9.493,66
02.06.721.1725;Προμήθεια κάθε είδους τηλεπικοινωνιακού, μετεωρολογικού και λοιπού συναφούς ηλεκτρονικού εξοπλισμού;7.000,00;0,00;7.000,00;0,00;7.000,00;0,00;7.000,00;0,00;7.000,00;0,00;7.000,00;0,00;0,00;0,00;7.000,00;0,00
02.06.721.1725.α;Προμήθεια κάθε είδους τηλεπικοινωνιακού, μετεωρολογικού και λοιπού συναφούς ηλεκτρονικού εξοπλισμού;7.000,00;0,00;7.000,00;0,00;7.000,00;0,00;7.000,00;0,00;7.000,00;0,00;7.000,00;0,00;0,00;0,00;7.000,00;0,00
02.06.721.1729;Προμήθεια κάθε είδους μηχανικού και λοιπού εξοπλισμού;10.000,00;0,00;10.000,00;4.982,90;5.017,10;4.982,90;5.017,10;4.982,90;5.017,10;4.982,90;5.017,10;0,00;0,00;-4.982,90;10.000,00;4.982,90
02.06.721.1729.α;Προμήθεια κάθε είδους μηχανικού και λοιπού εξοπλισμού;10.000,00;0,00;10.000,00;4.982,90;5.017,10;4.982,90;5.017,10;4.982,90;5.017,10;4.982,90;5.017,10;0,00;0,00;-4.982,90;10.000,00;4.982,90
02.06.721.1730;Προμήθεια μεταφορικών μέσων ξηράσ;20.000,00;-20.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.06.721.1731;Προμήθεια μεταφορικών μέσων ξηράσ;20.000,00;-20.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.06.721.1731.α;Προμήθεια μεταφορικών μέσων ξηράς;20.000,00;-20.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.06.721.5000;Διάφορες κοινές ή σύνθετες δαπάνες Υπουργείων και Νομαρχιών που δεν έχουν ενταχθεί σε κάποια από τις γενικές κατηγορίες του Κώδικα;22.500,00;143.489,79;165.989,79;150.699,80;15.289,99;150.699,80;15.289,99;150.699,80;15.289,99;150.699,80;15.289,99;0,00;0,00;-150.699,80;165.989,79;150.699,80
02.06.721.5100;Διάφορες σύνθετες δαπάνες;22.500,00;-6.700,00;15.800,00;4.280,00;11.520,00;4.280,00;11.520,00;4.280,00;11.520,00;4.280,00;11.520,00;0,00;0,00;-4.280,00;15.800,00;4.280,00
02.06.721.5150;Κάθε είδους δαπάνες πολιτικής σχεδίασης εκτακτών αναγκών (ΠΣΕΑ);16.000,00;-7.500,00;8.500,00;0,00;8.500,00;0,00;8.500,00;0,00;8.500,00;0,00;8.500,00;0,00;0,00;0,00;8.500,00;0,00
02.06.721.5152;Κάθε είδους δαπάνες πολιτικής σχεδίασης εκτακτών αναγκών (ΠΣΕΑ);16.000,00;-7.500,00;8.500,00;0,00;8.500,00;0,00;8.500,00;0,00;8.500,00;0,00;8.500,00;0,00;0,00;0,00;8.500,00;0,00
02.06.721.5152.α;Κάθε είδους δαπάνες πολιτικής σχεδίασης εκτακτών αναγκών (ΠΣΕΑ);16.000,00;-7.500,00;8.500,00;0,00;8.500,00;0,00;8.500,00;0,00;8.500,00;0,00;8.500,00;0,00;0,00;0,00;8.500,00;0,00
02.06.721.5160;Δαπάνες εθνικού χαρακτήρα;3.500,00;800,00;4.300,00;4.280,00;20,00;4.280,00;20,00;4.280,00;20,00;4.280,00;20,00;0,00;0,00;-4.280,00;4.300,00;4.280,00
02.06.721.5161;Δαπάνες εθνικού χαρακτήρα;3.500,00;800,00;4.300,00;4.280,00;20,00;4.280,00;20,00;4.280,00;20,00;4.280,00;20,00;0,00;0,00;-4.280,00;4.300,00;4.280,00
02.06.721.5161.α;Δαπάνες εθνικού χαρακτήρα;3.500,00;800,00;4.300,00;4.280,00;20,00;4.280,00;20,00;4.280,00;20,00;4.280,00;20,00;0,00;0,00;-4.280,00;4.300,00;4.280,00
02.06.721.5190;Δαπάνες αποζημίωσης πολιτών του άρθου 5ν.1943/91;3.000,00;0,00;3.000,00;0,00;3.000,00;0,00;3.000,00;0,00;3.000,00;0,00;3.000,00;0,00;0,00;0,00;3.000,00;0,00
02.06.721.5192;Δαπάνες αποζημίωσης πολιτών του άρθου 5ν.1943/91;3.000,00;0,00;3.000,00;0,00;3.000,00;0,00;3.000,00;0,00;3.000,00;0,00;3.000,00;0,00;0,00;0,00;3.000,00;0,00
02.06.721.5192.α;Δαπάνες αποζημίωσης πολιτών του άρθου 5ν.1943/91;3.000,00;0,00;3.000,00;0,00;3.000,00;0,00;3.000,00;0,00;3.000,00;0,00;3.000,00;0,00;0,00;0,00;3.000,00;0,00
02.06.721.5200;Διάφορες σύνθετες δαπάνες;0,00;150.189,79;150.189,79;146.419,80;3.769,99;146.419,80;3.769,99;146.419,80;3.769,99;146.419,80;3.769,99;0,00;0,00;-146.419,80;150.189,79;146.419,80
02.06.721.5260;Διάφορες δαπάνες για τη διενέργεια βουλευτικών, κοινοτικών, δημοτικών εκλογών και ευροεκλογών;0,00;150.189,79;150.189,79;146.419,80;3.769,99;146.419,80;3.769,99;146.419,80;3.769,99;146.419,80;3.769,99;0,00;0,00;-146.419,80;150.189,79;146.419,80
02.06.721.5261;Διάφορες δαπάνες για τη διενέργεια βουλευτικών, κοινοτικών, δημοτικών εκλογών και ευρωεκλογών;0,00;15.777,00;15.777,00;15.735,71;41,29;15.735,71;41,29;15.735,71;41,29;15.735,71;41,29;0,00;0,00;-15.735,71;15.777,00;15.735,71
02.06.721.5261.α;Διάφορες δαπάνες για τη διενέργεια βουλευτικών, κοινοτικών, δημοτικών εκλογών και ευρωεκλογών;0,00;15.777,00;15.777,00;15.735,71;41,29;15.735,71;41,29;15.735,71;41,29;15.735,71;41,29;0,00;0,00;-15.735,71;15.777,00;15.735,71
02.06.721.5262;Οδοιπορικά, αποζημίωση και έξοδα κίνησης προσώπων που απασχολούνται με τη διενέργεια εκλογών;0,00;134.412,79;134.412,79;130.684,09;3.728,70;130.684,09;3.728,70;130.684,09;3.728,70;130.684,09;3.728,70;0,00;0,00;-130.684,09;134.412,79;130.684,09
02.06.721.5262.α;Οδοιπορικά, αποζημίωση και έξοδα κίνησης προσώπων που απασχολούνται με τη διενέργεια εκλογών;0,00;134.412,79;134.412,79;130.684,09;3.728,70;130.684,09;3.728,70;130.684,09;3.728,70;130.684,09;3.728,70;0,00;0,00;-130.684,09;134.412,79;130.684,09
02.06.721.9000;Πληρωμές για επενδύσεις;900.000,00;874.992,35;1.774.992,35;464.412,46;1.310.579,89;464.412,46;1.310.579,89;464.412,46;1.310.579,89;464.412,46;1.310.579,89;0,00;0,00;-464.412,46;1.774.992,35;464.412,46
02.06.721.9100;Επενδύσεις εκτελούμενες μέσω του Τακτικού Κρατικού Προϋπολογισμού;100.000,00;-74.618,00;25.382,00;17.200,71;8.181,29;17.200,71;8.181,29;17.200,71;8.181,29;17.200,71;8.181,29;0,00;0,00;-17.200,71;25.382,00;17.200,71
02.06.721.9120;Επισκευή & συντήρηση κτιρίων που στεγάζουν Δημόσιες Υπηρεσίες ΝΠΔΔ;100.000,00;-74.618,00;25.382,00;17.200,71;8.181,29;17.200,71;8.181,29;17.200,71;8.181,29;17.200,71;8.181,29;0,00;0,00;-17.200,71;25.382,00;17.200,71
02.06.721.9125;Επισκευή & συντήρηση κτιρίων που στεγάζουν Δημόσιες Υπηρεσίες ΝΠΔΔ;100.000,00;-74.618,00;25.382,00;17.200,71;8.181,29;17.200,71;8.181,29;17.200,71;8.181,29;17.200,71;8.181,29;0,00;0,00;-17.200,71;25.382,00;17.200,71
02.06.721.9125.α;Επισκευή & συντήρηση κτιρίων που στεγάζουν Δημόσιες Υπηρεσίες ΝΠΔΔ;100.000,00;-74.618,00;25.382,00;17.200,71;8.181,29;17.200,71;8.181,29;17.200,71;8.181,29;17.200,71;8.181,29;0,00;0,00;-17.200,71;25.382,00;17.200,71
02.06.721.9700;Επενδύσεις εκτελούμενες απο τα έσοδα των ΝΠΔΔ;800.000,00;943.426,09;1.743.426,09;447.211,75;1.296.214,34;447.211,75;1.296.214,34;447.211,75;1.296.214,34;447.211,75;1.296.214,34;0,00;0,00;-447.211,75;1.743.426,09;447.211,75
02.06.721.9720;Επισκευή και συντήρηση κτιρίων που στεγάζουν Δημόσιες Υπηρεσίες ή ΝΠΔΔ;140.000,00;20.000,00;160.000,00;90.851,74;69.148,26;90.851,74;69.148,26;90.851,74;69.148,26;90.851,74;69.148,26;0,00;0,00;-90.851,74;160.000,00;90.851,74
02.06.721.9725;Επισκευή και συντήρηση κτιρίων που στεγάζουν Δημόσιες Υπηρεσίες ή ΝΠΔΔ;140.000,00;20.000,00;160.000,00;90.851,74;69.148,26;90.851,74;69.148,26;90.851,74;69.148,26;90.851,74;69.148,26;0,00;0,00;-90.851,74;160.000,00;90.851,74
02.06.721.9725.α;Επισκευή και συντήρηση κτιρίων που στεγάζουν Δημόσιες Υπηρεσίες ή Ν.Π.Δ.Δ.;140.000,00;20.000,00;160.000,00;90.851,74;69.148,26;90.851,74;69.148,26;90.851,74;69.148,26;90.851,74;69.148,26;0,00;0,00;-90.851,74;160.000,00;90.851,74
02.06.721.9770;Εκτέλεση συγκοινωνιακών έργων;80.000,00;0,00;80.000,00;0,00;80.000,00;0,00;80.000,00;0,00;80.000,00;0,00;80.000,00;0,00;0,00;0,00;80.000,00;0,00
02.06.721.9774;Εκτέλεση έργων αποστράγγισης;80.000,00;0,00;80.000,00;0,00;80.000,00;0,00;80.000,00;0,00;80.000,00;0,00;80.000,00;0,00;0,00;0,00;80.000,00;0,00
02.06.721.9774.α;Εκτέλεση έργων αποστράγγισης;80.000,00;0,00;80.000,00;0,00;80.000,00;0,00;80.000,00;0,00;80.000,00;0,00;80.000,00;0,00;0,00;0,00;80.000,00;0,00
02.06.721.9780;Συντήρηση συγκοινωνιακών έργων;580.000,00;923.426,09;1.503.426,09;356.360,01;1.147.066,08;356.360,01;1.147.066,08;356.360,01;1.147.066,08;356.360,01;1.147.066,08;0,00;0,00;-356.360,01;1.503.426,09;356.360,01
02.06.721.9781;Συντήρηση συγκοινωνιακών έργων;360.000,00;283.426,09;643.426,09;201.640,00;441.786,09;201.640,00;441.786,09;201.640,00;441.786,09;201.640,00;441.786,09;0,00;0,00;-201.640,00;643.426,09;201.640,00
02.06.721.9781.α;Συντήρηση συγκοινωνιακών έργων;360.000,00;283.426,09;643.426,09;201.640,00;441.786,09;201.640,00;441.786,09;201.640,00;441.786,09;201.640,00;441.786,09;0,00;0,00;-201.640,00;643.426,09;201.640,00
02.06.721.9783;Συντήρηση έργων ύδρευσης και άρδευσης;220.000,00;640.000,00;860.000,00;154.720,01;705.279,99;154.720,01;705.279,99;154.720,01;705.279,99;154.720,01;705.279,99;0,00;0,00;-154.720,01;860.000,00;154.720,01
02.06.721.9783.α;Συντήρηση έργων ύδρευσης και άρδευσης;220.000,00;640.000,00;860.000,00;154.720,01;705.279,99;154.720,01;705.279,99;154.720,01;705.279,99;154.720,01;705.279,99;0,00;0,00;-154.720,01;860.000,00;154.720,01
02.06.721.9800;Επενδύσεις εκτελούμενες απο τα έσοδα των Ν.Π.Δ.Δ.;0,00;6.184,26;6.184,26;0,00;6.184,26;0,00;6.184,26;0,00;6.184,26;0,00;6.184,26;0,00;0,00;0,00;6.184,26;0,00
02.06.721.9810;Δαπάνες διοίκησης και λειτουργίας;0,00;6.184,26;6.184,26;0,00;6.184,26;0,00;6.184,26;0,00;6.184,26;0,00;6.184,26;0,00;0,00;0,00;6.184,26;0,00
02.06.721.9817;Οδοιπορικά έξοδα όσων μετακινούνται στο εσωτερικό υπαλλήλων ή μη;0,00;6.184,26;6.184,26;0,00;6.184,26;0,00;6.184,26;0,00;6.184,26;0,00;6.184,26;0,00;0,00;0,00;6.184,26;0,00
02.06.721.9817.α;Οδοιπορικά έξοδα όσων μετακινούνται στο εσωτερικό;0,00;6.184,26;6.184,26;0,00;6.184,26;0,00;6.184,26;0,00;6.184,26;0,00;6.184,26;0,00;0,00;0,00;6.184,26;0,00
02.06.722;ΥΠΗΡΕΣΙΕΣ ΔΙΟΙΚΗΣΗΣ - ΟΙΚΟΝΟΜΙΚΟΥ / ΥΠΗΡΕΣΙΕΣ ΔΙΟΙΚΗΣΗΣ (τ.Ν.Τ.);140.865,72;111.730,80;252.596,52;212.032,38;40.564,14;133.970,83;118.625,69;134.832,38;117.764,14;134.832,38;117.764,14;0,00;0,00;-133.970,83;252.596,52;212.032,38
02.06.722.9000;Πληρωμές για επενδύσεις;140.865,72;111.730,80;252.596,52;212.032,38;40.564,14;133.970,83;118.625,69;134.832,38;117.764,14;134.832,38;117.764,14;0,00;0,00;-133.970,83;252.596,52;212.032,38
02.06.722.9700;Επενδύσεις εκτελούμενες απο τα έσοδα των Ν.Π.Δ.Δ.;140.865,72;110.330,80;251.196,52;212.032,38;39.164,14;133.970,83;117.225,69;134.832,38;116.364,14;134.832,38;116.364,14;0,00;0,00;-133.970,83;251.196,52;212.032,38
02.06.722.9770;Εκτέλεση Έργων;140.865,72;110.330,80;251.196,52;212.032,38;39.164,14;133.970,83;117.225,69;134.832,38;116.364,14;134.832,38;116.364,14;0,00;0,00;-133.970,83;251.196,52;212.032,38
02.06.722.9771;Εκτέλεση Συγκοινωνιακών Έργων;140.865,72;110.330,80;251.196,52;212.032,38;39.164,14;133.970,83;117.225,69;134.832,38;116.364,14;134.832,38;116.364,14;0,00;0,00;-133.970,83;251.196,52;212.032,38
02.06.722.9800;Επενδύσεις εκτελούμενες απο τα έσοδα των Ν.Π.Δ.Δ.;0,00;1.400,00;1.400,00;0,00;1.400,00;0,00;1.400,00;0,00;1.400,00;0,00;1.400,00;0,00;0,00;0,00;1.400,00;0,00
02.06.722.9810;Δαπάνες διοίκησης και λειτουργίας;0,00;1.400,00;1.400,00;0,00;1.400,00;0,00;1.400,00;0,00;1.400,00;0,00;1.400,00;0,00;0,00;0,00;1.400,00;0,00
02.06.722.9817;Οδοιπορικά έξοδα όσων μετακινούνται στο εσωτερικό υπαλλήλων ή μη;0,00;1.400,00;1.400,00;0,00;1.400,00;0,00;1.400,00;0,00;1.400,00;0,00;1.400,00;0,00;0,00;0,00;1.400,00;0,00
02.06.724;ΥΠΗΡΕΣΙΕΣ ΔΙΟΙΚΗΣΗΣ - ΟΙΚΟΝΟΜΙΚΟΥ / ΝΟΜΑΡΧΙΑΚΟ ΠΡΟΓΡΑΜΜΑ ΕΡΓΩΝ ΧΡΗΜΑΤΟΔΟΤΟΥΜΕΝΟ ΑΠΟ Κ.Α.Π.;3.491.942,40;2.334.226,87;5.826.169,27;2.113.937,17;3.712.232,10;2.151.495,07;3.674.674,20;2.113.937,17;3.712.232,10;2.113.937,17;3.712.232,10;0,00;0,00;-2.151.495,07;5.826.169,27;2.113.937,17
02.06.724.3000;Πληρωμές που αντικρύζονται από πραγματοποιούμενα έσοδα;0,00;38.050,00;38.050,00;0,00;38.050,00;0,00;38.050,00;0,00;38.050,00;0,00;38.050,00;0,00;0,00;0,00;38.050,00;0,00
02.06.724.3100;Επιστροφές όσων εισπράχτηκαν χωρίς να οφείλονται;0,00;38.050,00;38.050,00;0,00;38.050,00;0,00;38.050,00;0,00;38.050,00;0,00;38.050,00;0,00;0,00;0,00;38.050,00;0,00
02.06.724.3190;Απο λοιπές περιπτώσεις;0,00;38.050,00;38.050,00;0,00;38.050,00;0,00;38.050,00;0,00;38.050,00;0,00;38.050,00;0,00;0,00;0,00;38.050,00;0,00
02.06.724.3199;Λοιπές επιστροφές εσόδων;0,00;38.050,00;38.050,00;0,00;38.050,00;0,00;38.050,00;0,00;38.050,00;0,00;38.050,00;0,00;0,00;0,00;38.050,00;0,00
02.06.724.3199.β;Λοιπές επιστροφές εσόδων;0,00;38.050,00;38.050,00;0,00;38.050,00;0,00;38.050,00;0,00;38.050,00;0,00;38.050,00;0,00;0,00;0,00;38.050,00;0,00
02.06.724.9000;Πληρωμές για επενδύσεις;3.491.942,40;2.296.176,87;5.788.119,27;2.113.937,17;3.674.182,10;2.151.495,07;3.636.624,20;2.113.937,17;3.674.182,10;2.113.937,17;3.674.182,10;0,00;0,00;-2.151.495,07;5.788.119,27;2.113.937,17
02.06.724.9700;Επενδύσεις εκτελούμενες απο τα έσοδα των ΝΠΔΔ;3.382.022,40;2.292.096,87;5.674.119,27;2.085.822,87;3.588.296,40;2.123.380,77;3.550.738,50;2.085.822,87;3.588.296,40;2.085.822,87;3.588.296,40;0,00;0,00;-2.123.380,77;5.674.119,27;2.085.822,87
02.06.724.9710;Αποζημίωση ιδιοκτητών ακινήτων που απολλοτριώνονται για την εκτέλεση συγκοινωνιακών έργων;30.000,00;86.000,00;116.000,00;6.375,00;109.625,00;6.375,00;109.625,00;6.375,00;109.625,00;6.375,00;109.625,00;0,00;0,00;-6.375,00;116.000,00;6.375,00
02.06.724.9712;Αποζημίωση ιδιοκτητών ακινήτων που απολλοτριώνονται για την εκτέλεση συγκοινωνιακών έργων;0,00;15.000,00;15.000,00;6.375,00;8.625,00;6.375,00;8.625,00;6.375,00;8.625,00;6.375,00;8.625,00;0,00;0,00;-6.375,00;15.000,00;6.375,00
02.06.724.9712.β;Αποζημίωση ιδιοκτητών ακινήτων που απαλλοτριώνονται για την εκτέλεση συγκοινωνιακών έργων;0,00;15.000,00;15.000,00;6.375,00;8.625,00;6.375,00;8.625,00;6.375,00;8.625,00;6.375,00;8.625,00;0,00;0,00;-6.375,00;15.000,00;6.375,00
02.06.724.9719;Αποζημιώσεις απαλλοτριώσεων για λοιπούς σκοπούς;30.000,00;71.000,00;101.000,00;0,00;101.000,00;0,00;101.000,00;0,00;101.000,00;0,00;101.000,00;0,00;0,00;0,00;101.000,00;0,00
02.06.724.9719.γ;Αποζημιώσεις απαλλοτριώσεων για λοιπούς σκοπούς - από ΚΑΠ 10%;30.000,00;71.000,00;101.000,00;0,00;101.000,00;0,00;101.000,00;0,00;101.000,00;0,00;101.000,00;0,00;0,00;0,00;101.000,00;0,00
02.06.724.9720;Επισκευή & συντήρηση κτιρίων υγειονομικών ιδρυμάτων & κοινωνικών γενικά υπηρεσιών & κάθε είδους εγκαταστάσεις σ' αυτά;187.000,00;-70.000,00;117.000,00;11.759,99;105.240,01;14.699,99;102.300,01;11.759,99;105.240,01;11.759,99;105.240,01;0,00;0,00;-14.699,99;117.000,00;11.759,99
02.06.724.9722;Επισκευή και συντήρηση διδακτηρίων, βιβλιοθηκών, μουσείων, μνημείων κλπ;92.000,00;-71.000,00;21.000,00;0,00;21.000,00;0,00;21.000,00;0,00;21.000,00;0,00;21.000,00;0,00;0,00;0,00;21.000,00;0,00
02.06.724.9722.β;Επισκευή  & συντήρηση διδακτηρίων βιβλιοθηκών, μουσείων κλπ;92.000,00;-71.000,00;21.000,00;0,00;21.000,00;0,00;21.000,00;0,00;21.000,00;0,00;21.000,00;0,00;0,00;0,00;21.000,00;0,00
02.06.724.9725;Επισκευή και συντήρηση κτιρίων που στεγάζουν Δημόσιες Υπηρεσίες ή ΝΠΔΔ;60.000,00;26.000,00;86.000,00;11.759,99;74.240,01;14.699,99;71.300,01;11.759,99;74.240,01;11.759,99;74.240,01;0,00;0,00;-14.699,99;86.000,00;11.759,99
02.06.724.9725.β;Επισκευή και συντήρηση κτιρίων που στεγάζουν Δημ.Υπηρεσίες ή Ν.Π.Δ.Δ.;60.000,00;26.000,00;86.000,00;11.759,99;74.240,01;14.699,99;71.300,01;11.759,99;74.240,01;11.759,99;74.240,01;0,00;0,00;-14.699,99;86.000,00;11.759,99
02.06.724.9729;Επισκευή & συντήρηση λοιπών ακινήτων και κάθε είδους εγκαταστάσεις σ' αυτά;35.000,00;-25.000,00;10.000,00;0,00;10.000,00;0,00;10.000,00;0,00;10.000,00;0,00;10.000,00;0,00;0,00;0,00;10.000,00;0,00
02.06.724.9729.β;Επισκευή και συντήρηση κτιρίων και κάθε είδους εγκαταστάσεων σ' αυτά;35.000,00;-25.000,00;10.000,00;0,00;10.000,00;0,00;10.000,00;0,00;10.000,00;0,00;10.000,00;0,00;0,00;0,00;10.000,00;0,00
02.06.724.9730;Ανέγερση κτιρίων υγειονομικών ιδρυμάτων & κοινωνικών γενικά υπηρεσιών & κάθε είδους εγκαταστάσεις σ' αυτά;120.000,00;-50.000,00;70.000,00;22.461,51;47.538,49;22.461,51;47.538,49;22.461,51;47.538,49;22.461,51;47.538,49;0,00;0,00;-22.461,51;70.000,00;22.461,51
02.06.724.9732;Ανέγερση διδακτιρίων βιβλιοθηκών μουσείων μνημείων & κάθε είδους εγκαταστάσεις σε αυτά;120.000,00;-50.000,00;70.000,00;22.461,51;47.538,49;22.461,51;47.538,49;22.461,51;47.538,49;22.461,51;47.538,49;0,00;0,00;-22.461,51;70.000,00;22.461,51
02.06.724.9732.β;Ανέγερση διδακτιρίων βιβλιοθηκών μουσείων μνημείων & κάθε είδους εγκαταστάσεις σε αυτά;120.000,00;-50.000,00;70.000,00;22.461,51;47.538,49;22.461,51;47.538,49;22.461,51;47.538,49;22.461,51;47.538,49;0,00;0,00;-22.461,51;70.000,00;22.461,51
02.06.724.9740;Προμήθεια μηχανικού & λοιπού κεφαλαιουχικού εξοπλισμού που δεν κατονομάζεται ειδικά;40.000,00;-10.000,00;30.000,00;15.000,00;15.000,00;15.000,00;15.000,00;15.000,00;15.000,00;15.000,00;15.000,00;0,00;0,00;-15.000,00;30.000,00;15.000,00
02.06.724.9749;Προμήθεια μηχανικού & λοιπού κεφαλαιουχικού εξοπλισμού που δεν κατονομάζεται ειδικά;40.000,00;-10.000,00;30.000,00;15.000,00;15.000,00;15.000,00;15.000,00;15.000,00;15.000,00;15.000,00;15.000,00;0,00;0,00;-15.000,00;30.000,00;15.000,00
02.06.724.9749.β;Προμήθεια μηχανικού και λοιπού κεφαλαιουχικού εξοπλισμού που δεν καταονομάζεται ειδικά;40.000,00;-10.000,00;30.000,00;15.000,00;15.000,00;15.000,00;15.000,00;15.000,00;15.000,00;15.000,00;15.000,00;0,00;0,00;-15.000,00;30.000,00;15.000,00
